FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_Crohns/SARS_500kb.wgt.RDat	SARS	1	1.10e+08	1.10e+08	0.0459	rs646776	 -1.285	rs646776	 0.080920	  6.66	-1.2855	  5	  5	prs	0.08017	 2.66e-11	 -1.1546	2.48e-01
./fusion_twas/WEIGHTS/LIV_Crohns/OTUD3_500kb.wgt.RDat	OTUD3	1	2.02e+07	2.02e+07	0.2107	rs4655010	  3.007	rs16823095	 0.135887	  8.61	-0.5202	 30	  3	lasso	0.13952	 6.01e-19	 -0.3786	7.05e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PSRC1_500kb.wgt.RDat	PSRC1	1	1.10e+08	1.10e+08	0.5173	rs646776	 -1.285	rs646776	 0.601280	 17.63	-1.2855	  5	  3	lasso	0.59995	9.72e-106	 -1.1947	2.32e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PTBP2_500kb.wgt.RDat	PTBP2	1	9.72e+07	9.73e+07	0.0442	rs680954	  2.319	rs6699932	 0.049912	  5.26	-0.9861	  4	  1	lasso	0.04754	 2.92e-07	 -0.9861	3.24e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ENAH_500kb.wgt.RDat	ENAH	1	2.26e+08	2.26e+08	0.2536	rs6682659	 -1.912	rs7539651	 0.011258	 -3.92	 1.3569	  9	  9	enet	0.07954	 3.19e-11	  1.2656	2.06e-01
		0	0.00e+00	0.00e+00	0.0000		  0.000		 0.000000	  0.00	 0.0000	  0	  0		0.00000	 0.00e+00	  0.0000	1.00e+00
./fusion_twas/WEIGHTS/LIV_Crohns/LUZP1_500kb.wgt.RDat	LUZP1	1	2.34e+07	2.35e+07	0.0279	rs10917347	 -1.510	rs10917347	 0.010727	 -3.00	-1.5103	  2	  2	enet	0.02504	 1.67e-04	  1.8745	6.09e-02
./fusion_twas/WEIGHTS/LIV_Crohns/DPYD_500kb.wgt.RDat	DPYD	1	9.75e+07	9.84e+07	0.2360	rs2786509	 -1.363	rs11165934	 0.152090	  8.99	-0.0319	 22	  3	lasso	0.19003	 7.65e-26	 -0.4557	6.49e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MRPL20_500kb.wgt.RDat	MRPL20	1	1.34e+06	1.34e+06	0.1384	rs1240708	  4.656	rs1240708	 0.125663	  8.32	 4.6556	  8	  5	enet	0.13361	 3.64e-18	  4.6481	3.35e-06
./fusion_twas/WEIGHTS/LIV_Crohns/TTLL7_500kb.wgt.RDat	TTLL7	1	8.43e+07	8.45e+07	0.0181	rs2291115	 -2.337	rs11485345	 0.020720	  3.56	-0.9968	  2	  1	enet	0.02135	 4.76e-04	 -0.9968	3.19e-01
