FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_Crohns/STK17A_500kb.wgt.RDat	STK17A	7	4.36e+07	4.37e+07	0.0217	rs12532870	 1.389	rs1894752	 0.025885	 -3.89	-0.8632	 5	 2	lasso	0.0214	 4.69e-04	 0.84461	3.98e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MUC3A_500kb.wgt.RDat	MUC3A	7	1.01e+08	1.01e+08	0.4114	rs314313	 5.548	rs15624	 0.481864	-15.75	-3.7546	10	 9	enet	0.5650	 2.94e-96	 1.92573	5.41e-02
./fusion_twas/WEIGHTS/LIV_Crohns/EPHA1_500kb.wgt.RDat	EPHA1	7	1.43e+08	1.43e+08	0.0223	rs17382348	 1.060	rs2242601	 0.011095	  3.69	 0.1750	 5	 5	prs	0.0236	 2.51e-04	 0.12344	9.02e-01
./fusion_twas/WEIGHTS/LIV_Crohns/HUS1_500kb.wgt.RDat	HUS1	7	4.77e+07	4.80e+07	0.0936	rs12375125	-1.678	rs1915960	 0.086469	  6.88	 0.0440	13	 2	lasso	0.0819	 1.59e-11	 0.00557	9.96e-01
./fusion_twas/WEIGHTS/LIV_Crohns/KIAA0895_500kb.wgt.RDat	KIAA0895	7	3.64e+07	3.64e+07	0.0371	rs4570047	 1.991	rs197324	 0.014406	 -3.62	-1.1128	15	15	prs	0.0327	 1.93e-05	 1.05139	2.93e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SRI_500kb.wgt.RDat	SRI	7	8.78e+07	8.79e+07	0.0271	rs7800039	-1.683	rs7800039	 0.023412	 -3.91	-1.6827	 3	 3	prs	0.0246	 1.89e-04	 0.92498	3.55e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CBLL1_500kb.wgt.RDat	CBLL1	7	1.07e+08	1.07e+08	0.0282	rs2808	 5.263	rs4730274	 0.017408	 -3.81	-2.4706	31	 4	lasso	0.0191	 9.13e-04	 3.05101	2.28e-03
./fusion_twas/WEIGHTS/LIV_Crohns/AOAH_500kb.wgt.RDat	AOAH	7	3.66e+07	3.68e+07	0.1539	rs4570047	 1.991	rs4570047	 0.072003	  6.16	 1.9911	18	 5	lasso	0.1202	 2.08e-16	 1.64099	1.01e-01
./fusion_twas/WEIGHTS/LIV_Crohns/AHR_500kb.wgt.RDat	AHR	7	1.73e+07	1.74e+07	0.0298	rs1525735	 3.504	rs12699853	 0.002007	  3.40	-2.1184	10	10	prs	0.0221	 3.89e-04	-3.86226	1.12e-04
./fusion_twas/WEIGHTS/LIV_Crohns/STAG3L4_500kb.wgt.RDat	STAG3L4	7	6.68e+07	6.68e+07	0.0879	rs4281012	-0.802	rs7810927	 0.032952	  4.69	 0.0530	 5	 5	enet	0.0454	 5.41e-07	 0.34313	7.32e-01
./fusion_twas/WEIGHTS/LIV_Crohns/TRIP6_500kb.wgt.RDat	TRIP6	7	1.00e+08	1.00e+08	0.1048	rs314313	 5.548	rs7784933	 0.117281	  7.91	-2.2627	10	 1	lasso	0.1166	 6.08e-16	-2.26267	2.37e-02
./fusion_twas/WEIGHTS/LIV_Crohns/COX19_500kb.wgt.RDat	COX19	7	9.38e+05	1.02e+06	0.0331	rs2363285	 0.257	rs2363285	 0.026735	  4.24	 0.2569	 2	 1	lasso	0.0247	 1.84e-04	 0.25688	7.97e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MALSU1_500kb.wgt.RDat	MALSU1	7	2.33e+07	2.34e+07	0.0520	rs199656	-1.606	rs199355	 0.061673	 -5.71	-0.3760	 8	 1	lasso	0.0614	 5.74e-09	 0.37601	7.07e-01
./fusion_twas/WEIGHTS/LIV_Crohns/GPNMB_500kb.wgt.RDat	GPNMB	7	2.33e+07	2.33e+07	0.1373	rs199656	-1.606	rs199355	 0.185450	 -9.80	-0.3760	 8	 1	lasso	0.1849	 4.05e-25	 0.37601	7.07e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RP11-458F8.4_500kb.wgt.RDat	RP11-458F8.4	7	6.64e+07	6.64e+07	0.0313	rs4281012	-0.802	rs17145225	 0.015707	 -3.10	-0.1817	 2	 1	lasso	0.0151	 2.85e-03	 0.18173	8.56e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ZNF783_500kb.wgt.RDat	ZNF783	7	1.49e+08	1.49e+08	0.1480	rs354033	 4.041	rs1202397	 0.069282	  6.19	-1.5448	12	 7	enet	0.1250	 4.88e-17	-0.05208	9.58e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RNF32_500kb.wgt.RDat	RNF32	7	1.56e+08	1.56e+08	0.0182	rs6953995	 1.867	rs2695573	 0.014606	  3.49	 0.1509	10	10	prs	0.0135	 4.49e-03	 0.51985	6.03e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RAC1_500kb.wgt.RDat	RAC1	7	6.41e+06	6.44e+06	0.0330	rs2881698	-4.234	rs9374	 0.034367	 -4.58	-1.1742	 5	 5	blup	0.0314	 2.76e-05	 1.83644	6.63e-02
./fusion_twas/WEIGHTS/LIV_Crohns/ZSCAN21_500kb.wgt.RDat	ZSCAN21	7	9.96e+07	9.97e+07	0.0794	rs800667	 1.901	rs2261360	 0.042644	 -4.90	-1.1520	 3	 2	lasso	0.0681	 8.49e-10	 1.36663	1.72e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ANKIB1_500kb.wgt.RDat	ANKIB1	7	9.19e+07	9.20e+07	0.0314	rs4272	-2.735	rs12704637	 0.020946	 -3.60	 0.4038	 3	 1	lasso	0.0199	 7.27e-04	-0.40380	6.86e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CCZ1_500kb.wgt.RDat	CCZ1	7	5.94e+06	5.97e+06	0.0583	rs2693946	 1.476	rs2693946	 0.038837	  4.69	 1.4763	 5	 5	prs	0.0707	 4.02e-10	 0.98533	3.24e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CYP3A5_500kb.wgt.RDat	CYP3A5	7	9.92e+07	9.93e+07	0.1609	rs2395022	 6.292	rs800667	 0.075810	  6.59	 1.9009	 7	 7	enet	0.1086	 6.65e-15	-1.20520	2.28e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SSPO_500kb.wgt.RDat	SSPO	7	1.49e+08	1.50e+08	0.1179	rs354033	 4.041	rs2074697	 0.087686	  6.90	 0.9968	10	 2	lasso	0.0822	 1.50e-11	 0.99540	3.20e-01
./fusion_twas/WEIGHTS/LIV_Crohns/COPS6_500kb.wgt.RDat	COPS6	7	9.97e+07	9.97e+07	0.0247	rs800667	 1.901	rs4729565	 0.026452	 -3.83	-0.5892	 3	 1	lasso	0.0252	 1.61e-04	 0.58921	5.56e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PSPH_500kb.wgt.RDat	PSPH	7	5.61e+07	5.61e+07	0.0660	rs10252442	 2.379	rs4543497	 0.010641	 -2.94	 2.2228	 2	 2	enet	0.0108	 1.00e-02	-1.11169	2.66e-01
./fusion_twas/WEIGHTS/LIV_Crohns/FAM188B_500kb.wgt.RDat	FAM188B	7	3.08e+07	3.09e+07	0.0580	rs1465216	 1.336	rs2690884	 0.001283	  2.31	-1.2712	 7	 7	blup	0.0255	 1.45e-04	-1.30374	1.92e-01
./fusion_twas/WEIGHTS/LIV_Crohns/AOC1_500kb.wgt.RDat	AOC1	7	1.51e+08	1.51e+08	0.1268	rs310586	 2.078	rs6980179	 0.133406	 -8.44	 1.0442	11	 5	enet	0.1555	 4.42e-21	-0.36411	7.16e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ZFAND2A_500kb.wgt.RDat	ZFAND2A	7	1.19e+06	1.20e+06	0.0990	rs1275	 1.734	rs2363285	 0.086920	  6.98	 0.2569	 3	 1	lasso	0.0858	 5.15e-12	 0.25688	7.97e-01
./fusion_twas/WEIGHTS/LIV_Crohns/COL26A1_500kb.wgt.RDat	COL26A1	7	1.01e+08	1.01e+08	0.5299	rs6950982	 3.285	rs10244048	 0.494515	  0.00	-2.5356	 6	 2	lasso	0.5073	 3.46e-82	 0.37082	7.11e-01
./fusion_twas/WEIGHTS/LIV_Crohns/TNPO3_500kb.wgt.RDat	TNPO3	7	1.29e+08	1.29e+08	0.2432	rs729302	-2.445	rs6960994	 0.116277	  7.89	 1.6415	29	 9	enet	0.2114	 7.05e-29	 0.58184	5.61e-01
./fusion_twas/WEIGHTS/LIV_Crohns/DBNL_500kb.wgt.RDat	DBNL	7	4.41e+07	4.41e+07	0.0664	rs1894752	-0.863	rs17546439	 0.029416	 -5.56	 0.7220	 3	 2	lasso	0.0617	 5.30e-09	-0.96753	3.33e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SKAP2_500kb.wgt.RDat	SKAP2	7	2.67e+07	2.70e+07	0.0730	rs11772673	 5.995	rs513387	 0.045562	 -4.95	-3.2337	41	 4	lasso	0.0414	 1.65e-06	 3.56301	3.67e-04
./fusion_twas/WEIGHTS/LIV_Crohns/UPP1_500kb.wgt.RDat	UPP1	7	4.81e+07	4.81e+07	0.0885	rs6960394	-1.618	rs1915960	 0.053668	  5.45	 0.0440	 6	 1	lasso	0.0526	 7.08e-08	 0.04398	9.65e-01
./fusion_twas/WEIGHTS/LIV_Crohns/TSPAN33_500kb.wgt.RDat	TSPAN33	7	1.29e+08	1.29e+08	0.5764	rs729302	-2.445	rs4731549	 0.601683	 17.56	-0.6384	29	20	enet	0.6357	2.53e-116	-0.71577	4.74e-01
./fusion_twas/WEIGHTS/LIV_Crohns/AC005077.14_500kb.wgt.RDat	AC005077.14	7	7.57e+07	7.57e+07	0.0278	rs237238	-2.384	rs8509	 0.026170	  3.88	-1.1514	 5	 1	lasso	0.0250	 1.67e-04	-1.15141	2.50e-01
./fusion_twas/WEIGHTS/LIV_Crohns/STAG3L2_500kb.wgt.RDat	STAG3L2	7	7.41e+07	7.43e+07	0.2015	rs35005436	-2.080	rs35005436	 0.100412	 -7.32	-2.0797	12	 2	lasso	0.1435	 1.76e-19	 2.60309	9.24e-03
./fusion_twas/WEIGHTS/LIV_Crohns/DLD_500kb.wgt.RDat	DLD	7	1.08e+08	1.08e+08	0.0437	rs2808	 5.263	rs7804147	 0.000397	 -3.22	-1.0216	32	 6	enet	0.0256	 1.44e-04	-1.10120	2.71e-01
./fusion_twas/WEIGHTS/LIV_Crohns/COPG2_500kb.wgt.RDat	COPG2	7	1.30e+08	1.30e+08	0.0557	rs17164973	 2.168	rs290796	 0.055046	 -5.62	 0.3944	 5	 2	enet	0.0513	 1.00e-07	-0.30929	7.57e-01
./fusion_twas/WEIGHTS/LIV_Crohns/DFNA5_500kb.wgt.RDat	DFNA5	7	2.47e+07	2.48e+07	0.0442	rs17150434	-2.813	rs2237318	 0.027501	  3.99	-0.0777	10	 2	lasso	0.0357	 8.30e-06	 0.00984	9.92e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CCDC126_500kb.wgt.RDat	CCDC126	7	2.36e+07	2.37e+07	0.1025	rs6947712	-1.787	rs798645	 0.041509	  4.72	 0.1443	10	 8	enet	0.0523	 7.55e-08	-0.06208	9.50e-01
./fusion_twas/WEIGHTS/LIV_Crohns/GSAP_500kb.wgt.RDat	GSAP	7	7.69e+07	7.70e+07	0.5804	rs2286156	 2.105	rs2286156	 0.532715	 16.54	 2.1054	 3	 1	lasso	0.5336	 2.20e-88	 2.10542	3.53e-02
./fusion_twas/WEIGHTS/LIV_Crohns/WBSCR27_500kb.wgt.RDat	WBSCR27	7	7.32e+07	7.33e+07	0.3086	rs17339199	 1.421	rs17339199	 0.218444	  0.00	 1.4207	 9	 6	enet	0.2299	 1.38e-31	-0.59501	5.52e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SMO_500kb.wgt.RDat	SMO	7	1.29e+08	1.29e+08	0.1498	rs729302	-2.445	rs4731549	 0.185529	  9.83	-0.6384	29	 5	enet	0.1811	 1.35e-24	-0.84330	3.99e-01
./fusion_twas/WEIGHTS/LIV_Crohns/C7orf49_500kb.wgt.RDat	C7orf49	7	1.35e+08	1.35e+08	0.1906	rs10488465	-1.616	rs11771999	 0.214918	 10.66	 0.8647	 6	 3	lasso	0.2142	 2.70e-29	 0.82130	4.11e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PSMG3-AS1_500kb.wgt.RDat	PSMG3-AS1	7	1.61e+06	1.63e+06	0.1479	rs10268609	-2.106	rs1275	 0.103920	 -7.44	 1.7336	 9	 2	lasso	0.0974	 1.80e-13	-1.88940	5.88e-02
./fusion_twas/WEIGHTS/LIV_Crohns/ATP6V0E2_500kb.wgt.RDat	ATP6V0E2	7	1.50e+08	1.50e+08	0.0949	rs354033	 4.041	rs2074697	 0.043684	  4.85	 0.9968	 9	 9	enet	0.0528	 6.61e-08	-0.22951	8.18e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RAPGEF5_500kb.wgt.RDat	RAPGEF5	7	2.22e+07	2.24e+07	0.1136	rs2069837	-2.052	rs4722116	 0.024607	 -5.08	-1.4754	20	 7	enet	0.0624	 4.30e-09	-0.24078	8.10e-01
./fusion_twas/WEIGHTS/LIV_Crohns/AC005077.12_500kb.wgt.RDat	AC005077.12	7	7.57e+07	7.57e+07	0.0290	rs6946822	-1.319	rs8509	 0.026223	  3.96	-1.1514	 3	 1	lasso	0.0256	 1.44e-04	-1.15141	2.50e-01
./fusion_twas/WEIGHTS/LIV_Crohns/LIMK1_500kb.wgt.RDat	LIMK1	7	7.35e+07	7.35e+07	0.0267	rs6964149	-1.316	rs6460071	 0.017264	 -4.22	 0.1703	 9	 9	prs	0.0264	 1.14e-04	-0.13319	8.94e-01
./fusion_twas/WEIGHTS/LIV_Crohns/FIS1_500kb.wgt.RDat	FIS1	7	1.01e+08	1.01e+08	0.0628	rs314313	 5.548	rs1468358	 0.027427	 -4.09	 1.6939	10	 5	enet	0.0280	 7.15e-05	-2.07952	3.76e-02
./fusion_twas/WEIGHTS/LIV_Crohns/PON1_500kb.wgt.RDat	PON1	7	9.49e+07	9.50e+07	0.0487	rs1569091	 1.131	rs3917478	 0.039647	  4.63	 0.2754	 4	 4	prs	0.0482	 2.40e-07	 0.80367	4.22e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PILRA_500kb.wgt.RDat	PILRA	7	1.00e+08	1.00e+08	0.1099	rs314313	 5.548	rs2261360	 0.070702	  6.21	-1.1520	 9	 4	enet	0.0700	 4.89e-10	-0.98462	3.25e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RP4-800G7.2_500kb.wgt.RDat	RP4-800G7.2	7	1.49e+08	1.49e+08	0.1172	rs354033	 4.041	rs1202397	 0.103794	  7.49	-1.5448	12	 4	enet	0.1040	 2.58e-14	-1.46102	1.44e-01
./fusion_twas/WEIGHTS/LIV_Crohns/STYXL1_500kb.wgt.RDat	STYXL1	7	7.56e+07	7.57e+07	0.3058	rs237238	-2.384	rs8509	 0.207190	 10.38	-1.1514	19	19	blup	0.2153	 1.90e-29	-1.07782	2.81e-01
./fusion_twas/WEIGHTS/LIV_Crohns/EIF3B_500kb.wgt.RDat	EIF3B	7	2.39e+06	2.42e+06	0.0280	rs10268609	-2.106	rs12538383	 0.017631	  3.32	 0.6853	21	21	blup	0.0164	 1.93e-03	-0.68728	4.92e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PMS2P3_500kb.wgt.RDat	PMS2P3	7	7.51e+07	7.52e+07	0.1896	rs237238	-2.384	rs1167830	 0.048693	 -5.22	-1.6478	20	 6	enet	0.1089	 6.08e-15	 0.62568	5.32e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PEX1_500kb.wgt.RDat	PEX1	7	9.21e+07	9.22e+07	0.0232	rs4272	-2.735	rs8179	 0.031390	  4.28	-2.6823	 3	 1	lasso	0.0305	 3.53e-05	-2.68230	7.31e-03
./fusion_twas/WEIGHTS/LIV_Crohns/EEPD1_500kb.wgt.RDat	EEPD1	7	3.62e+07	3.63e+07	0.0490	rs4570047	 1.991	rs17213431	 0.006270	 -2.90	 1.4663	13	13	blup	0.0160	 2.20e-03	-0.10277	9.18e-01
./fusion_twas/WEIGHTS/LIV_Crohns/KDELR2_500kb.wgt.RDat	KDELR2	7	6.49e+06	6.52e+06	0.0241	rs2881698	-4.234	rs2881698	 0.018627	  3.58	-4.2342	 5	 5	prs	0.0198	 7.43e-04	-2.97498	2.93e-03
./fusion_twas/WEIGHTS/LIV_Crohns/CHRM2_500kb.wgt.RDat	CHRM2	7	1.37e+08	1.37e+08	0.0154	rs4475425	-2.292	rs4475425	 0.003194	 -3.11	-2.2923	 3	 3	prs	0.0140	 3.90e-03	 2.11380	3.45e-02
./fusion_twas/WEIGHTS/LIV_Crohns/MBLAC1_500kb.wgt.RDat	MBLAC1	7	9.97e+07	9.97e+07	0.0905	rs800667	 1.901	rs4729565	 0.094087	  7.07	-0.5892	 3	 1	lasso	0.0933	 5.91e-13	-0.58921	5.56e-01
./fusion_twas/WEIGHTS/LIV_Crohns/AC004840.9_500kb.wgt.RDat	AC004840.9	7	2.48e+06	2.49e+06	0.0310	rs1550202	 1.893	rs2270005	 0.013990	  3.77	 0.6187	17	 4	enet	0.0135	 4.51e-03	 0.90204	3.67e-01
