FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_Crohns/ACTR5_500kb.wgt.RDat	ACTR5	20	37377085	37400834	0.2684	rs6128907	 2.167	rs6128907	 0.241161	 11.17	 2.1669	 7	 2	lasso	0.2401	4.27e-33	 2.1593	3.08e-02
./fusion_twas/WEIGHTS/LIV_Crohns/ITPA_500kb.wgt.RDat	ITPA	20	 3189514	 3204516	0.0662	rs6133002	 1.522	rs306755	 0.037609	  4.67	 0.7053	 8	 2	lasso	0.0422	1.32e-06	 0.8693	3.85e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MTG2_500kb.wgt.RDat	MTG2	20	60758085	60778624	0.0203	rs2427258	 1.048	rs2427258	 0.002973	 -2.77	 1.0481	 5	 5	prs	0.0194	8.36e-04	-0.1719	8.63e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RP11-261N11.8_500kb.wgt.RDat	RP11-261N11.8	20	61991340	62002529	0.2277	rs3761124	-7.239	rs735501	 0.118378	  7.98	 1.9842	32	 3	lasso	0.1107	3.54e-15	 2.3191	2.04e-02
./fusion_twas/WEIGHTS/LIV_Crohns/MANBAL_500kb.wgt.RDat	MANBAL	20	35918041	35945663	0.0482	rs6016783	-2.390	rs6011987	 0.045518	 -5.09	 1.8585	 4	 2	enet	0.0479	2.60e-07	-1.1619	2.45e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SAMHD1_500kb.wgt.RDat	SAMHD1	20	35518632	35580246	0.0417	rs6016783	-2.390	rs6016783	 0.041141	  4.84	-2.3898	 3	 1	lasso	0.0401	2.36e-06	-2.3898	1.69e-02
./fusion_twas/WEIGHTS/LIV_Crohns/SIRPB1_500kb.wgt.RDat	SIRPB1	20	 1544167	 1600707	0.4822	rs2249431	-2.543	rs3761268	 0.342726	 13.28	 1.8167	49	 7	lasso	0.4002	6.49e-60	 1.2173	2.23e-01
./fusion_twas/WEIGHTS/LIV_Crohns/DNTTIP1_500kb.wgt.RDat	DNTTIP1	20	44420576	44440066	0.2699	rs9074	 6.249	rs736389	 0.097483	  0.00	 1.2806	63	31	enet	0.1054	1.69e-14	 2.5984	9.37e-03
./fusion_twas/WEIGHTS/LIV_Crohns/EDEM2_500kb.wgt.RDat	EDEM2	20	33703167	33865928	0.0223	rs224436	 2.644	rs6088667	 0.021439	  3.85	 1.6100	12	12	prs	0.0188	9.76e-04	 1.8216	6.85e-02
./fusion_twas/WEIGHTS/LIV_Crohns/RAB22A_500kb.wgt.RDat	RAB22A	20	56884752	56942563	0.0354	rs435208	-1.730	rs618897	 0.000356	 -2.70	 0.6660	11	11	prs	0.0175	1.45e-03	-0.9008	3.68e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SLC9A8_500kb.wgt.RDat	SLC9A8	20	48429250	48508779	0.2750	rs3210879	 2.626	rs6063437	 0.256050	-11.48	 0.2699	42	18	enet	0.3126	1.75e-44	-0.4425	6.58e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MAP1LC3A_500kb.wgt.RDat	MAP1LC3A	20	33134658	33148149	0.0635	rs2424994	 2.426	rs2273684	 0.044817	  4.91	 0.4243	 6	 1	lasso	0.0445	6.86e-07	 0.4243	6.71e-01
./fusion_twas/WEIGHTS/LIV_Crohns/DBNDD2_500kb.wgt.RDat	DBNDD2	20	44034697	44039250	0.0464	rs6104159	-2.712	rs2743403	 0.013976	 -3.95	-1.6064	31	31	blup	0.0228	3.12e-04	 1.7381	8.22e-02
./fusion_twas/WEIGHTS/LIV_Crohns/NELFCD_500kb.wgt.RDat	NELFCD	20	57556263	57570188	0.0711	rs183777	 4.784	rs151361	 0.094219	 -7.24	-2.6050	 9	 2	lasso	0.0921	8.32e-13	 2.5763	9.99e-03
./fusion_twas/WEIGHTS/LIV_Crohns/DDRGK1_500kb.wgt.RDat	DDRGK1	20	 3170996	 3185331	0.0225	rs6133002	 1.522	rs306755	-0.001157	 -2.90	 0.7053	 9	 9	prs	0.0124	6.17e-03	-0.9069	3.64e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CPNE1_500kb.wgt.RDat	CPNE1	20	34213953	34252878	0.4614	rs224436	 2.644	rs6060625	 0.406552	-14.43	 1.8118	 9	 3	lasso	0.4057	5.67e-61	-1.8578	6.32e-02
./fusion_twas/WEIGHTS/LIV_Crohns/SDC4_500kb.wgt.RDat	SDC4	20	43953928	43977064	0.0639	rs6104159	-2.712	rs4812899	 0.006700	  3.41	-0.1787	31	 6	enet	0.0280	7.15e-05	-1.5494	1.21e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PARD6B_500kb.wgt.RDat	PARD6B	20	49348081	49373332	0.0302	rs6067464	-3.181	rs6020622	 0.006075	 -3.41	-1.5230	 4	 2	lasso	0.0118	7.45e-03	 1.5788	1.14e-01
./fusion_twas/WEIGHTS/LIV_Crohns/UBOX5_500kb.wgt.RDat	UBOX5	20	 3088219	 3140842	0.1260	rs6133002	 1.522	rs306755	 0.101250	  7.31	 0.7053	 7	 1	lasso	0.1010	6.15e-14	 0.7053	4.81e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SLMO2_500kb.wgt.RDat	SLMO2	20	57608200	57617964	0.0392	rs183777	 4.784	rs151358	 0.041488	  4.98	-2.5619	11	 4	enet	0.0417	1.51e-06	-3.1184	1.82e-03
./fusion_twas/WEIGHTS/LIV_Crohns/PROCR_500kb.wgt.RDat	PROCR	20	33759876	33765165	0.1163	rs224436	 2.644	rs6088667	 0.053260	  5.47	 1.6100	12	 4	lasso	0.0675	1.02e-09	 1.3430	1.79e-01
./fusion_twas/WEIGHTS/LIV_Crohns/FASTKD5_500kb.wgt.RDat	FASTKD5	20	 3127165	 3140543	0.0306	rs6133002	 1.522	rs306755	 0.022577	 -3.87	 0.7053	 7	 2	lasso	0.0116	7.89e-03	-0.7049	4.81e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PKIG_500kb.wgt.RDat	PKIG	20	43160426	43252888	0.0554	rs244080	 4.190	rs6031678	 0.038967	 -4.83	 3.1450	28	 6	enet	0.0448	6.29e-07	-2.7096	6.74e-03
./fusion_twas/WEIGHTS/LIV_Crohns/CDC25B_500kb.wgt.RDat	CDC25B	20	 3767578	 3786762	0.2451	rs6052360	 1.871	rs13043330	 0.221035	-10.71	-0.6989	13	 2	lasso	0.2188	5.97e-30	 0.6734	5.01e-01
./fusion_twas/WEIGHTS/LIV_Crohns/LIME1_500kb.wgt.RDat	LIME1	20	62366815	62370456	0.2278	rs3761124	-7.239	rs2427530	 0.272585	-11.87	-6.7634	36	17	enet	0.2648	7.51e-37	 6.9682	3.21e-12
./fusion_twas/WEIGHTS/LIV_Crohns/SNHG17_500kb.wgt.RDat	SNHG17	20	37049235	37063996	0.0754	rs6128907	 2.167	rs6071620	 0.000545	  3.32	-0.3763	 6	 4	enet	0.0412	1.75e-06	-0.2767	7.82e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ZNF334_500kb.wgt.RDat	ZNF334	20	45129701	45142198	0.1328	rs9074	 6.249	rs430891	 0.051818	  5.45	 0.3470	42	42	blup	0.0432	9.96e-07	 1.8968	5.79e-02
./fusion_twas/WEIGHTS/LIV_Crohns/SDCBP2-AS1_500kb.wgt.RDat	SDCBP2-AS1	20	 1306049	 1359378	0.0726	rs2249431	-2.543	rs6043374	-0.001243	  3.72	-0.0897	47	47	blup	0.0166	1.86e-03	-0.9754	3.29e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SERINC3_500kb.wgt.RDat	SERINC3	20	43124862	43150750	0.0773	rs244080	 4.190	rs6031631	 0.000498	  4.11	 1.4964	28	15	enet	0.0416	1.57e-06	 0.2377	8.12e-01
./fusion_twas/WEIGHTS/LIV_Crohns/KCNB1_500kb.wgt.RDat	KCNB1	20	47980414	48099184	0.6158	rs3210879	 2.626	rs562954	 0.499433	 15.99	 0.0102	35	 2	lasso	0.4969	7.97e-80	 0.0101	9.92e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MMP24_500kb.wgt.RDat	MMP24	20	33814457	33864801	0.0576	rs224436	 2.644	rs6088727	 0.029639	 -4.18	-0.3574	12	 5	lasso	0.0210	5.33e-04	 0.3314	7.40e-01
./fusion_twas/WEIGHTS/LIV_Crohns/TRPC4AP_500kb.wgt.RDat	TRPC4AP	20	33590207	33680674	0.0710	rs224436	 2.644	rs2273684	 0.043696	 -6.49	 0.4243	13	13	prs	0.0900	1.56e-12	-2.1580	3.09e-02
./fusion_twas/WEIGHTS/LIV_Crohns/EYA2_500kb.wgt.RDat	EYA2	20	45523263	45817492	0.0450	rs6017999	 1.568	rs3787265	 0.009382	  3.73	 0.3896	10	 5	enet	0.0335	1.52e-05	 0.4670	6.41e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MYH7B_500kb.wgt.RDat	MYH7B	20	33563206	33590240	0.0416	rs2424994	 2.426	rs6088667	 0.047589	  5.23	 1.6100	 9	 9	blup	0.0494	1.74e-07	 1.9331	5.32e-02
