FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_Crohns/MAST3_500kb.wgt.RDat	MAST3	19	18208603	18262502	0.1992	rs12985909	 5.340	rs273506	 2.51e-01	-11.36	 2.0058	 53	 4	lasso	0.24500	7.86e-34	-2.00241	4.52e-02
./fusion_twas/WEIGHTS/LIV_Crohns/RP11-15H20.7_500kb.wgt.RDat	RP11-15H20.7	19	23440057	23457034	0.0211	rs289306	 1.382	rs8101097	 1.31e-02	 -3.30	 0.1362	  2	 2	enet	0.01294	5.33e-03	-0.56785	5.70e-01
./fusion_twas/WEIGHTS/LIV_Crohns/S1PR2_500kb.wgt.RDat	S1PR2	19	10334520	10341948	0.3471	rs281423	-7.731	rs17000211	 1.40e-01	 -9.20	-0.7596	 48	17	enet	0.25412	3.27e-35	 1.78323	7.45e-02
./fusion_twas/WEIGHTS/LIV_Crohns/LILRA5_500kb.wgt.RDat	LILRA5	19	54818353	54824409	0.1772	rs4806703	-4.045	rs651279	 1.80e-01	 -9.64	-3.6277	 89	 9	enet	0.18943	9.29e-26	 3.28119	1.03e-03
./fusion_twas/WEIGHTS/LIV_Crohns/COLGALT1_500kb.wgt.RDat	COLGALT1	19	17666403	17693971	0.0450	rs372889	 3.993	rs891184	 3.50e-02	 -4.57	 2.3905	  9	 2	lasso	0.03503	9.94e-06	-2.64096	8.27e-03
./fusion_twas/WEIGHTS/LIV_Crohns/ZFP30_500kb.wgt.RDat	ZFP30	19	38104650	38183238	0.1166	rs17303902	-2.713	rs17303902	 8.48e-02	  6.87	-2.7131	  3	 3	enet	0.09565	2.97e-13	-1.21861	2.23e-01
./fusion_twas/WEIGHTS/LIV_Crohns/LILRA2_500kb.wgt.RDat	LILRA2	19	55084387	55099027	0.2742	rs651279	-3.628	rs2555687	 2.64e-01	-11.65	-0.4594	134	 4	lasso	0.26871	1.87e-37	 0.21166	8.32e-01
./fusion_twas/WEIGHTS/LIV_Crohns/C19orf47_500kb.wgt.RDat	C19orf47	19	40825443	40854434	0.0724	rs2644898	 2.803	rs6508937	 5.35e-04	 -3.18	-1.5482	  3	 3	enet	0.02137	4.73e-04	 0.01373	9.89e-01
./fusion_twas/WEIGHTS/LIV_Crohns/PIK3R2_500kb.wgt.RDat	PIK3R2	19	18263968	18288927	0.0713	rs12985909	 5.340	rs2384992	 1.56e-03	  3.77	 0.1536	 54	54	prs	0.02794	7.35e-05	 1.40522	1.60e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SIGLEC16_500kb.wgt.RDat	SIGLEC16	19	50472857	50479071	0.0456	rs1674139	 1.737	rs1674139	 2.53e-02	  3.97	 1.7368	  6	 6	enet	0.02581	1.34e-04	 1.56246	1.18e-01
./fusion_twas/WEIGHTS/LIV_Crohns/GPX4_500kb.wgt.RDat	GPX4	19	 1103936	 1106787	0.2165	rs2024092	10.299	rs1046040	 2.61e-01	 11.74	 6.0686	 18	18	blup	0.34711	2.59e-50	 6.01252	1.83e-09
./fusion_twas/WEIGHTS/LIV_Crohns/SIGLEC11_500kb.wgt.RDat	SIGLEC11	19	50452242	50464429	0.0273	rs1674139	 1.737	rs17668162	 2.25e-02	  3.59	 0.1362	  6	 1	lasso	0.02158	4.46e-04	 0.13619	8.92e-01
./fusion_twas/WEIGHTS/LIV_Crohns/IL12RB1_500kb.wgt.RDat	IL12RB1	19	18169805	18209754	0.1311	rs12985909	 5.340	rs891184	 1.31e-01	  0.00	 2.3905	 54	 1	lasso	0.14604	8.15e-20	 3.99253	6.54e-05
./fusion_twas/WEIGHTS/LIV_Crohns/CTC-241F20.3_500kb.wgt.RDat	CTC-241F20.3	19	48758932	48761456	0.0182	rs516246	 9.306	rs485186	 7.78e-03	 -3.96	 8.8701	 37	 4	lasso	0.01363	4.36e-03	-9.07506	1.14e-19
./fusion_twas/WEIGHTS/LIV_Crohns/ZNF155_500kb.wgt.RDat	ZNF155	19	44472014	44502477	0.2172	rs417699	-2.488	rs2356400	 8.68e-02	 -6.76	 0.6650	 11	10	enet	0.15806	1.97e-21	-1.66034	9.68e-02
./fusion_twas/WEIGHTS/LIV_Crohns/COL5A3_500kb.wgt.RDat	COL5A3	19	10070237	10121147	0.1785	rs281423	-7.731	rs2303099	 9.35e-02	 -7.13	 1.0773	 44	11	enet	0.07022	4.65e-10	-2.27432	2.29e-02
./fusion_twas/WEIGHTS/LIV_Crohns/AXL_500kb.wgt.RDat	AXL	19	41725108	41767671	0.0258	rs12978323	-3.369	rs12978323	 2.34e-02	  3.76	-3.3687	  5	 5	prs	0.02160	4.42e-04	-3.10357	1.91e-03
./fusion_twas/WEIGHTS/LIV_Crohns/ZNF584_500kb.wgt.RDat	ZNF584	19	58912871	58929694	0.0367	rs8103853	 1.902	rs12462307	 2.91e-02	  4.25	-0.3655	  9	 9	prs	0.02967	4.50e-05	-0.04185	9.67e-01
./fusion_twas/WEIGHTS/LIV_Crohns/EMR2_500kb.wgt.RDat	EMR2	19	14843205	14889353	0.0689	rs4374305	-1.931	rs757297	 6.12e-02	 -5.93	-0.0395	  6	 6	prs	0.05848	1.32e-08	-0.05031	9.60e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ZNF446_500kb.wgt.RDat	ZNF446	19	58985384	58992597	0.0352	rs8103853	 1.902	rs260499	 2.71e-02	  4.07	 0.5225	  9	 4	enet	0.02857	6.14e-05	 0.13517	8.92e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MED16_500kb.wgt.RDat	MED16	19	  867962	  893218	0.0547	rs2024092	10.299	rs2930894	-8.66e-04	 -3.18	 1.8460	 18	18	blup	0.02285	3.10e-04	 2.12760	3.34e-02
./fusion_twas/WEIGHTS/LIV_Crohns/ZNF8_500kb.wgt.RDat	ZNF8	19	58790318	58807254	0.0626	rs8103853	 1.902	rs547045	 6.69e-02	 -6.32	 0.4309	  9	 3	enet	0.06786	9.12e-10	-0.24830	8.04e-01
