FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_Crohns/PRSS53_500kb.wgt.RDat	PRSS53	16	31094746	31100949	0.3968	rs12918327	 -4.090	rs2303222	 5.99e-01	-17.64	 0.5605	 77	  4	lasso	0.60828	4.05e-108	 -0.30275	7.62e-01
./fusion_twas/WEIGHTS/LIV_Crohns/DECR2_500kb.wgt.RDat	DECR2	16	  451826	  462487	0.0952	rs11248914	 -0.757	rs3785301	 1.06e-01	  7.46	 0.2397	  3	  1	lasso	0.10164	 5.13e-14	  0.23972	8.11e-01
./fusion_twas/WEIGHTS/LIV_Crohns/HPR_500kb.wgt.RDat	HPR	16	72088522	72111145	0.1180	rs10500560	 -2.005	rs4788811	 3.52e-02	  4.58	-0.0895	  6	  6	blup	0.04687	 3.53e-07	 -0.57478	5.65e-01
./fusion_twas/WEIGHTS/LIV_Crohns/DEF8_500kb.wgt.RDat	DEF8	16	90014333	90034468	0.0353	rs8062311	  1.217	rs7201721	 1.55e-02	 -3.15	 0.9745	  6	  3	enet	0.02081	 5.54e-04	 -0.77969	4.36e-01
./fusion_twas/WEIGHTS/LIV_Crohns/HEATR3_500kb.wgt.RDat	HEATR3	16	50099852	50140298	0.0656	rs4643314	 10.494	rs7204293	 6.35e-02	 -5.94	 6.4904	  9	  4	enet	0.06133	 5.87e-09	 -7.19187	6.39e-13
./fusion_twas/WEIGHTS/LIV_Crohns/KAT8_500kb.wgt.RDat	KAT8	16	31127075	31142714	0.1017	rs11150619	  3.536	rs14235	 1.47e-01	 -8.76	 0.7191	 74	  7	lasso	0.15067	 1.95e-20	 -1.27100	2.04e-01
./fusion_twas/WEIGHTS/LIV_Crohns/ROGDI_500kb.wgt.RDat	ROGDI	16	 4846969	 4852951	0.0221	rs13334749	  1.797	rs13334749	 2.29e-02	 -3.62	 1.7974	  2	  1	lasso	0.02204	 3.91e-04	 -1.79741	7.23e-02
./fusion_twas/WEIGHTS/LIV_Crohns/RNF40_500kb.wgt.RDat	RNF40	16	30773066	30787628	0.1841	rs12918327	 -4.090	rs3812999	 2.05e-01	 10.42	-3.1063	 87	  3	lasso	0.21308	 3.98e-29	 -3.11610	1.83e-03
./fusion_twas/WEIGHTS/LIV_Crohns/SNX20_500kb.wgt.RDat	SNX20	16	50700211	50715264	0.0481	rs7194886	-18.644	rs1981760	 9.24e-03	 -3.43	-7.0059	 27	 27	blup	0.01092	 9.63e-03	 12.62984	1.45e-36
./fusion_twas/WEIGHTS/LIV_Crohns/ARMC5_500kb.wgt.RDat	ARMC5	16	31469401	31478487	0.0679	rs11150619	  3.536	rs11645526	 2.02e-02	  4.58	-2.4052	 50	 50	prs	0.02838	 6.49e-05	 -2.03531	4.18e-02
./fusion_twas/WEIGHTS/LIV_Crohns/SNX29P2_500kb.wgt.RDat	SNX29P2	16	29362067	29381593	0.0535	rs4788102	  9.710	rs8045276	 2.13e-02	 -3.84	 2.6551	 22	  3	lasso	0.02126	 4.88e-04	 -2.67252	7.53e-03
./fusion_twas/WEIGHTS/LIV_Crohns/FANCA_500kb.wgt.RDat	FANCA	16	89803957	89883065	0.0842	rs2306633	 -2.303	rs8062311	 8.17e-02	 -7.17	 1.2171	  8	  8	prs	0.11112	 3.12e-15	 -1.00244	3.16e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CMTM3_500kb.wgt.RDat	CMTM3	16	66637777	66647795	0.0516	rs3843712	 -1.906	rs11645280	 3.12e-02	  4.26	 0.8333	  4	  3	enet	0.03607	 7.41e-06	  0.28527	7.75e-01
./fusion_twas/WEIGHTS/LIV_Crohns/MARVELD3_500kb.wgt.RDat	MARVELD3	16	71660064	71676017	0.1992	rs10500560	 -2.005	rs7203231	 1.57e-01	  9.04	 0.2509	  5	  4	enet	0.15402	 6.91e-21	  0.56120	5.75e-01
./fusion_twas/WEIGHTS/LIV_Crohns/WWOX_500kb.wgt.RDat	WWOX	16	78133310	79246564	0.1303	rs17730134	  4.303	rs183721	 3.44e-02	  0.00	 1.4203	 16	 11	enet	0.07122	 3.49e-10	  1.37815	1.68e-01
./fusion_twas/WEIGHTS/LIV_Crohns/NAGPA_500kb.wgt.RDat	NAGPA	16	 5074845	 5084142	0.1036	rs13334749	  1.797	rs2340713	 8.77e-02	  7.02	-0.4469	  4	  1	lasso	0.08679	 3.92e-12	 -0.44690	6.55e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CDYL2_500kb.wgt.RDat	CDYL2	16	80631803	80838226	0.1167	rs896629	 -3.479	rs896629	 1.52e-01	  8.95	-3.4791	 10	 10	prs	0.16281	 4.46e-22	 -2.91939	3.51e-03
./fusion_twas/WEIGHTS/LIV_Crohns/SULT1A1_500kb.wgt.RDat	SULT1A1	16	28616903	28634946	0.2634	rs26528	  9.786	rs17707300	 1.35e-01	 -8.44	 9.3627	 52	 23	enet	0.20303	 1.10e-27	 -8.52979	1.47e-17
./fusion_twas/WEIGHTS/LIV_Crohns/ABCC11_500kb.wgt.RDat	ABCC11	16	48200821	48281479	0.0217	rs16945894	 -1.905	rs16945894	 1.75e-02	 -3.25	-1.9048	  2	  2	lasso	0.01231	 6.40e-03	  1.70133	8.89e-02
./fusion_twas/WEIGHTS/LIV_Crohns/TMED6_500kb.wgt.RDat	TMED6	16	69377151	69385712	0.6043	rs11075704	 -1.978	rs11075704	 1.13e-01	 -8.83	-1.9779	  5	  4	enet	0.40593	 5.23e-61	  0.46815	6.40e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CD2BP2_500kb.wgt.RDat	CD2BP2	16	30362087	30366682	0.1328	rs12918327	 -4.090	rs6565176	 4.24e-02	  5.96	-0.8232	 44	 15	enet	0.12569	 4.00e-17	  0.62765	5.30e-01
./fusion_twas/WEIGHTS/LIV_Crohns/GAS8_500kb.wgt.RDat	GAS8	16	90086037	90111383	0.0675	rs8062311	  1.217	rs4785766	 4.46e-02	  5.16	 0.2159	  6	  3	lasso	0.04582	 4.75e-07	  0.18467	8.53e-01
./fusion_twas/WEIGHTS/LIV_Crohns/SH2B1_500kb.wgt.RDat	SH2B1	16	28857921	28885526	0.0283	rs26528	  9.786	rs12325113	 2.85e-02	 -4.40	 9.5642	 46	 46	prs	0.02815	 6.93e-05	 -9.94791	2.58e-23
./fusion_twas/WEIGHTS/LIV_Crohns/SULT1A2_500kb.wgt.RDat	SULT1A2	16	28603264	28608430	0.0459	rs26528	  9.786	rs181209	 7.68e-03	  3.31	 9.2971	 52	 52	prs	0.02033	 6.37e-04	  8.57844	9.62e-18
./fusion_twas/WEIGHTS/LIV_Crohns/ITGAX_500kb.wgt.RDat	ITGAX	16	31366455	31394318	0.1326	rs11150619	  3.536	rs7206295	 1.11e-01	 -7.96	-1.8034	 61	  9	enet	0.11819	 3.80e-16	  1.27658	2.02e-01
./fusion_twas/WEIGHTS/LIV_Crohns/RP11-252E2.2_500kb.wgt.RDat	RP11-252E2.2	16	75153456	75178098	0.0663	rs8051363	  3.972	rs12935567	 3.61e-02	 -5.13	 2.6938	 42	  4	lasso	0.03365	 1.47e-05	 -2.42363	1.54e-02
./fusion_twas/WEIGHTS/LIV_Crohns/NFATC2IP_500kb.wgt.RDat	NFATC2IP	16	28962128	28978418	0.0570	rs26528	  9.786	rs3922668	 6.26e-02	 -6.07	-5.4516	 46	  4	lasso	0.04949	 1.68e-07	  5.95179	2.65e-09
./fusion_twas/WEIGHTS/LIV_Crohns/C16orf62_500kb.wgt.RDat	C16orf62	16	19566562	19718115	0.0426	rs4368165	 -2.353	rs8049383	 2.72e-02	 -4.25	 1.6541	  6	  6	prs	0.03579	 8.02e-06	 -0.56686	5.71e-01
./fusion_twas/WEIGHTS/LIV_Crohns/EARS2_500kb.wgt.RDat	EARS2	16	23533335	23569052	0.2596	rs2188355	 -2.910	rs11643602	 2.77e-01	-12.03	 1.5691	 14	 10	enet	0.30013	 1.95e-42	 -1.06747	2.86e-01
./fusion_twas/WEIGHTS/LIV_Crohns/EXOSC6_500kb.wgt.RDat	EXOSC6	16	70284134	70285833	0.1302	rs11640251	  1.718	rs6499323	 1.41e-01	  8.56	-1.3356	  7	  5	enet	0.15332	 8.60e-21	 -0.96323	3.35e-01
./fusion_twas/WEIGHTS/LIV_Crohns/TMEM170A_500kb.wgt.RDat	TMEM170A	16	75476952	75499395	0.0474	rs8051363	  3.972	rs37602	 1.96e-02	 -3.74	 1.3980	 39	  9	enet	0.02195	 4.00e-04	 -1.69403	9.03e-02
./fusion_twas/WEIGHTS/LIV_Crohns/IRF8_500kb.wgt.RDat	IRF8	16	85932409	85956215	0.0747	rs8044852	  5.288	rs11642511	 2.61e-02	  4.64	-4.5343	 19	 19	prs	0.07920	 3.53e-11	  1.62087	1.05e-01
./fusion_twas/WEIGHTS/LIV_Crohns/CMTR2_500kb.wgt.RDat	CMTR2	16	71315292	71323618	0.0542	rs10500560	 -2.005	rs4788811	 3.33e-02	  4.66	-0.0895	  3	  2	enet	0.03205	 2.31e-05	 -0.03449	9.72e-01
./fusion_twas/WEIGHTS/LIV_Crohns/NPRL3_500kb.wgt.RDat	NPRL3	16	  134273	  188859	0.0654	rs11248914	 -0.757	rs11248914	 6.25e-02	 -5.90	-0.7567	  3	  1	lasso	0.06134	 5.86e-09	  0.75672	4.49e-01
