FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_Crohns/INPP5E_500kb.wgt.RDat	INPP5E	9	1.39e+08	1.39e+08	0.0806	rs4266763	 13.739	rs3829112	 0.070705	 -6.21	  7.2681	38	38	prs	0.07049	 7.17e-09	 -9.31462	1.22e-20
./fusion_twas/WEIGHTS/Blood_Crohns/RPL12_500kb.wgt.RDat	RPL12	9	1.30e+08	1.30e+08	0.0716	rs2789514	  2.585	rs2491101	 0.085603	 -6.26	  1.5533	 4	 4	prs	0.09624	 1.20e-11	 -2.10127	3.56e-02
./fusion_twas/WEIGHTS/Blood_Crohns/TRAF1_500kb.wgt.RDat	TRAF1	9	1.24e+08	1.24e+08	0.0479	rs10985112	  4.538	rs9886724	 0.052279	  5.10	  0.6624	91	91	prs	0.04065	 1.04e-05	 -1.15768	2.47e-01
./fusion_twas/WEIGHTS/Blood_Crohns/RP11-63P12.6_500kb.wgt.RDat	RP11-63P12.6	9	7.49e+07	7.50e+07	0.0303	rs7026124	  1.458	rs7027119	 0.014965	  3.58	  0.8813	 3	 3	prs	0.01223	 1.10e-02	  0.57515	5.65e-01
./fusion_twas/WEIGHTS/Blood_Crohns/SNX30_500kb.wgt.RDat	SNX30	9	1.16e+08	1.16e+08	0.0279	rs4979243	  3.434	rs1891403	 0.004512	 -3.32	  0.7305	 5	 3	enet	0.01524	 5.15e-03	 -0.00483	9.96e-01
./fusion_twas/WEIGHTS/Blood_Crohns/TNFSF15_500kb.wgt.RDat	TNFSF15	9	1.18e+08	1.18e+08	0.2492	rs7848647	-10.873	rs7848647	 0.335735	 12.19	-10.8731	41	 2	lasso	0.33171	 4.49e-41	-10.86501	1.69e-27
./fusion_twas/WEIGHTS/Blood_Crohns/SYK_500kb.wgt.RDat	SYK	9	9.36e+07	9.37e+07	0.0807	rs290986	 -3.057	rs290986	 0.053194	 -5.12	 -3.0572	10	10	prs	0.09442	 1.89e-11	  3.57844	3.46e-04
./fusion_twas/WEIGHTS/Blood_Crohns/PHF19_500kb.wgt.RDat	PHF19	9	1.24e+08	1.24e+08	0.0904	rs10985112	  4.538	rs4837796	 0.051961	 -5.81	 -2.1344	91	 4	lasso	0.07653	 1.62e-09	  2.26524	2.35e-02
./fusion_twas/WEIGHTS/Blood_Crohns/KIAA0368_500kb.wgt.RDat	KIAA0368	9	1.14e+08	1.14e+08	0.0221	rs1547664	 -2.270	rs12345793	 0.018344	  3.08	  0.8433	 3	 3	prs	0.01862	 2.23e-03	 -0.50952	6.10e-01
./fusion_twas/WEIGHTS/Blood_Crohns/ABO_500kb.wgt.RDat	ABO	9	1.36e+08	1.36e+08	0.2857	rs597411	  3.131	rs597411	 0.097159	  6.64	  3.1309	 9	 6	enet	0.19547	 4.92e-23	  1.77007	7.67e-02
./fusion_twas/WEIGHTS/Blood_Crohns/ISCA1_500kb.wgt.RDat	ISCA1	9	8.89e+07	8.89e+07	0.0281	rs10512169	 -1.776	rs4877966	 0.036608	 -4.42	 -0.4698	 6	 1	lasso	0.03357	 5.78e-05	  0.46978	6.39e-01
./fusion_twas/WEIGHTS/Blood_Crohns/TMEM245_500kb.wgt.RDat	TMEM245	9	1.12e+08	1.12e+08	0.1548	rs4978774	  2.199	rs4978760	 0.103225	  6.85	 -0.4754	 6	 6	blup	0.11334	 1.58e-13	 -1.60707	1.08e-01
./fusion_twas/WEIGHTS/Blood_Crohns/HIATL1_500kb.wgt.RDat	HIATL1	9	9.71e+07	9.72e+07	0.0456	rs10992979	  1.697	rs609901	-0.000143	 -3.47	 -0.5493	 7	 7	prs	0.02615	 3.51e-04	  0.38737	6.98e-01
./fusion_twas/WEIGHTS/Blood_Crohns/CDKN2B_500kb.wgt.RDat	CDKN2B	9	2.20e+07	2.20e+07	0.0237	rs1412832	 -1.746	rs1412832	 0.021229	  3.77	 -1.7463	 6	 6	prs	0.02265	 8.27e-04	 -1.29447	1.96e-01
./fusion_twas/WEIGHTS/Blood_Crohns/GNAQ_500kb.wgt.RDat	GNAQ	9	8.03e+07	8.06e+07	0.0265	rs3905108	 -0.220	rs3905108	 0.001989	 -2.75	 -0.2203	 2	 2	prs	0.02404	 5.88e-04	  0.06969	9.44e-01
./fusion_twas/WEIGHTS/Blood_Crohns/RP11-27I1.4_500kb.wgt.RDat	RP11-27I1.4	9	1.24e+08	1.24e+08	0.0692	rs10985112	  4.538	rs12553812	 0.044801	 -5.07	 -0.3721	77	 4	lasso	0.04545	 3.23e-06	  0.39975	6.89e-01
./fusion_twas/WEIGHTS/Blood_Crohns/SEMA4D_500kb.wgt.RDat	SEMA4D	9	9.20e+07	9.21e+07	0.0789	rs3002331	 -2.491	rs9410475	 0.077370	 -6.04	 -0.1461	 7	 4	lasso	0.10653	 8.92e-13	  0.79049	4.29e-01
