FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_Crohns/DEF8_500kb.wgt.RDat	DEF8	16	90014333	90034468	0.0273	rs8062311	  1.217	rs8062311	 0.028926	  3.85	 1.217	  6	 2	lasso	0.0246	5.09e-04	  1.1973	2.31e-01
./fusion_twas/WEIGHTS/Blood_Crohns/HEATR3_500kb.wgt.RDat	HEATR3	16	50099852	50140298	0.1277	rs4643314	 10.494	rs7204293	 0.098540	 -6.93	 6.490	  9	 9	enet	0.0975	8.62e-12	 -7.1069	1.19e-12
./fusion_twas/WEIGHTS/Blood_Crohns/KAT8_500kb.wgt.RDat	KAT8	16	31127075	31142714	0.0437	rs11150619	  3.536	rs11865499	 0.035135	  4.88	-1.851	 74	74	blup	0.0467	2.41e-06	 -1.4572	1.45e-01
./fusion_twas/WEIGHTS/Blood_Crohns/RP11-327F22.2_500kb.wgt.RDat	RP11-327F22.2	16	50769624	50774627	0.1512	rs7194886	-18.644	rs11859674	 0.139922	  7.94	 1.874	 27	 3	lasso	0.1373	3.25e-16	  0.4270	6.69e-01
./fusion_twas/WEIGHTS/Blood_Crohns/CARHSP1_500kb.wgt.RDat	CARHSP1	16	 8946799	 8962866	0.0666	rs4985054	 -2.536	rs1865806	 0.086235	  6.37	-0.354	  4	 4	prs	0.0930	2.71e-11	 -0.8623	3.89e-01
./fusion_twas/WEIGHTS/Blood_Crohns/SNX20_500kb.wgt.RDat	SNX20	16	50700211	50715264	0.1316	rs7194886	-18.644	rs1981760	 0.101962	 -6.86	-7.006	 27	 2	lasso	0.1004	4.18e-12	  5.8947	3.75e-09
./fusion_twas/WEIGHTS/Blood_Crohns/ARMC5_500kb.wgt.RDat	ARMC5	16	31469401	31478487	0.0562	rs11150619	  3.536	rs11150619	 0.003350	 -3.06	 3.536	 50	 7	enet	0.0200	1.60e-03	 -1.9311	5.35e-02
./fusion_twas/WEIGHTS/Blood_Crohns/FANCA_500kb.wgt.RDat	FANCA	16	89803957	89883065	0.0701	rs2306633	 -2.303	rs8062311	 0.069391	 -5.72	 1.217	  8	 8	prs	0.0767	1.56e-09	 -1.8522	6.40e-02
./fusion_twas/WEIGHTS/Blood_Crohns/CMTM3_500kb.wgt.RDat	CMTM3	16	66637777	66647795	0.0974	rs3843712	 -1.906	rs7193473	 0.060154	  5.26	-0.861	  4	 2	lasso	0.0745	2.67e-09	 -0.5998	5.49e-01
./fusion_twas/WEIGHTS/Blood_Crohns/MGRN1_500kb.wgt.RDat	MGRN1	16	 4666494	 4740975	0.0366	rs13334749	  1.797	rs13334749	 0.002967	 -3.73	 1.797	  2	 2	prs	0.0210	1.24e-03	 -1.8089	7.05e-02
