FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_Crohns/TTC3_500kb.wgt.RDat	TTC3	21	38445526	38575413	0.0558	rs7280984	-0.759	rs2835731	0.04620	 -4.69	 0.242	 4	 1	lasso	0.0449	3.73e-06	-0.24223	8.09e-01
./fusion_twas/WEIGHTS/Blood_Crohns/AP001469.9_500kb.wgt.RDat	AP001469.9	21	47671463	47674047	0.0480	rs10432965	-1.648	rs2839308	0.03500	 -4.83	 0.152	 7	 2	lasso	0.0582	1.45e-07	-0.72287	4.70e-01
./fusion_twas/WEIGHTS/Blood_Crohns/WRB_500kb.wgt.RDat	WRB	21	40752170	40800454	0.1969	rs2836882	-7.786	rs633705	0.09631	  6.63	 2.485	37	13	enet	0.1145	1.18e-13	 2.64461	8.18e-03
./fusion_twas/WEIGHTS/Blood_Crohns/ITSN1_500kb.wgt.RDat	ITSN1	21	35014706	35272165	0.0432	NA	    NA	NA	     NA	    NA	    NA	 9	 0	lasso	0.0528	5.46e-07	      NA	      NA
./fusion_twas/WEIGHTS/Blood_Crohns/DSTNP1_500kb.wgt.RDat	DSTNP1	21	48073470	48073934	0.0295	rs2255397	-1.314	rs2839308	0.03430	  4.16	 0.152	 3	 3	prs	0.0376	2.20e-05	 0.83972	4.01e-01
./fusion_twas/WEIGHTS/Blood_Crohns/AP001468.1_500kb.wgt.RDat	AP001468.1	21	47612391	47613673	0.1777	rs10432965	-1.648	rs2839235	0.18652	 -9.15	 1.098	 7	 2	lasso	0.1843	1.08e-21	-1.05885	2.90e-01
./fusion_twas/WEIGHTS/Blood_Crohns/LL21NC02-1C16.2_500kb.wgt.RDat	LL21NC02-1C16.2	21	46356218	46356869	0.0385	rs647688	 0.831	rs2838751	0.02650	  3.88	 0.771	 8	 3	enet	0.0230	7.64e-04	 0.76345	4.45e-01
./fusion_twas/WEIGHTS/Blood_Crohns/C21orf2_500kb.wgt.RDat	C21orf2	21	45748827	45759285	0.3001	rs743479	 9.921	rs2236441	0.20567	 -9.52	 0.224	30	 1	lasso	0.2023	7.20e-24	-0.22367	8.23e-01
./fusion_twas/WEIGHTS/Blood_Crohns/TMEM50B_500kb.wgt.RDat	TMEM50B	21	34804792	34852318	0.2954	rs1059293	-3.371	rs1059293	0.27722	-11.07	-3.371	 6	 2	lasso	0.2779	1.47e-33	 3.42796	6.08e-04
./fusion_twas/WEIGHTS/Blood_Crohns/CBR1_500kb.wgt.RDat	CBR1	21	37442239	37445464	0.0442	rs2835370	 2.643	rs2242804	0.00258	  3.32	-1.897	 5	 5	enet	0.0108	1.59e-02	-2.82134	4.78e-03
./fusion_twas/WEIGHTS/Blood_Crohns/MRPS6_500kb.wgt.RDat	MRPS6	21	35445524	35515334	0.0244	rs2834512	 2.513	rs2834417	0.00144	  2.77	 0.470	 5	 5	prs	0.0167	3.61e-03	 0.00914	9.93e-01
./fusion_twas/WEIGHTS/Blood_Crohns/DYRK1A_500kb.wgt.RDat	DYRK1A	21	38738092	38889753	0.0220	rs2835511	-0.707	rs2835731	0.02312	  3.43	 0.242	 3	 1	lasso	0.0218	1.03e-03	 0.24223	8.09e-01
./fusion_twas/WEIGHTS/Blood_Crohns/ADAMTS1_500kb.wgt.RDat	ADAMTS1	21	28208066	28217728	0.0625	rs370850	 2.148	rs370850	0.06202	 -5.32	 2.148	 7	 2	lasso	0.0614	6.57e-08	-2.14620	3.19e-02
./fusion_twas/WEIGHTS/Blood_Crohns/IFNGR2_500kb.wgt.RDat	IFNGR2	21	34775202	34851655	0.1045	NA	    NA	NA	     NA	    NA	    NA	 6	 0	lasso	0.1048	1.39e-12	      NA	      NA
./fusion_twas/WEIGHTS/Blood_Crohns/COL6A2_500kb.wgt.RDat	COL6A2	21	47518011	47552763	0.0376	rs10432965	-1.648	rs10432965	0.02070	 -3.37	-1.648	 7	 4	enet	0.0121	1.15e-02	 2.00727	4.47e-02
./fusion_twas/WEIGHTS/Blood_Crohns/ITGB2_500kb.wgt.RDat	ITGB2	21	46305868	46351904	0.0461	rs647688	 0.831	rs3788151	0.03271	 -4.65	-0.461	 8	 8	prs	0.0432	5.56e-06	-0.28730	7.74e-01
./fusion_twas/WEIGHTS/Blood_Crohns/MAP3K7CL_500kb.wgt.RDat	MAP3K7CL	21	30449792	30548210	0.0344	rs9982288	 1.362	rs1064019	0.01617	 -3.11	 1.171	 2	 2	blup	0.0231	7.36e-04	-0.99202	3.21e-01
./fusion_twas/WEIGHTS/Blood_Crohns/TMPRSS3_500kb.wgt.RDat	TMPRSS3	21	43791999	43816955	0.1845	rs11700858	 3.439	rs11909987	0.15275	  8.45	 1.381	31	16	enet	0.1895	2.60e-22	 1.24139	2.14e-01
./fusion_twas/WEIGHTS/Blood_Crohns/UBASH3A_500kb.wgt.RDat	UBASH3A	21	43824008	43867791	0.4487	rs11700858	 3.439	rs1893592	0.33553	 12.19	-2.840	31	 5	lasso	0.3335	2.51e-41	-2.86839	4.13e-03
./fusion_twas/WEIGHTS/Blood_Crohns/PCNT_500kb.wgt.RDat	PCNT	21	47744036	47865682	0.0422	rs10432965	-1.648	rs2839235	0.05292	 -5.08	 1.098	 7	 1	lasso	0.0505	9.56e-07	-1.09770	2.72e-01
./fusion_twas/WEIGHTS/Blood_Crohns/IFNAR2_500kb.wgt.RDat	IFNAR2	21	34602206	34637980	0.2098	rs1059293	-3.371	rs2284550	0.20413	 -9.53	 1.005	 6	 1	lasso	0.2021	7.58e-24	-1.00460	3.15e-01
./fusion_twas/WEIGHTS/Blood_Crohns/LSS_500kb.wgt.RDat	LSS	21	47608055	47648738	0.1338	rs10432965	-1.648	rs2839235	0.14844	 -8.32	 1.098	 7	 3	lasso	0.1511	8.53e-18	-1.00235	3.16e-01
./fusion_twas/WEIGHTS/Blood_Crohns/CBR3_500kb.wgt.RDat	CBR3	21	37507210	37518864	0.1643	rs2835370	 2.643	rs2242804	0.11271	  7.17	-1.897	 5	 1	lasso	0.1102	3.55e-13	-1.89749	5.78e-02
./fusion_twas/WEIGHTS/Blood_Crohns/COL18A1_500kb.wgt.RDat	COL18A1	21	46825052	46933634	0.1019	rs381083	 1.280	rs11702425	0.06153	 -5.47	 0.796	14	 2	lasso	0.0570	1.94e-07	-0.81993	4.12e-01
./fusion_twas/WEIGHTS/Blood_Crohns/IFNAR1_500kb.wgt.RDat	IFNAR1	21	34696734	34732168	0.0423	rs1059293	-3.371	rs11702844	0.01281	  2.95	 1.555	 6	 6	enet	0.0352	3.88e-05	 0.77090	4.41e-01
./fusion_twas/WEIGHTS/Blood_Crohns/YBEY_500kb.wgt.RDat	YBEY	21	47706251	47717665	0.3167	rs10432965	-1.648	rs2839235	0.23894	 10.32	 1.098	 7	 4	enet	0.2777	1.56e-33	 1.41248	1.58e-01
./fusion_twas/WEIGHTS/Blood_Crohns/DIP2A_500kb.wgt.RDat	DIP2A	21	47878812	47989926	0.0376	rs10432965	-1.648	rs10432965	0.03614	  0.00	-1.648	 4	 4	blup	0.0362	3.05e-05	-1.94996	5.12e-02
./fusion_twas/WEIGHTS/Blood_Crohns/HLCS_500kb.wgt.RDat	HLCS	21	38123189	38362536	0.0814	rs2835370	 2.643	rs6517385	0.08734	  6.40	-0.168	 8	 2	lasso	0.0839	2.62e-10	-0.23865	8.11e-01
./fusion_twas/WEIGHTS/Blood_Crohns/ICOSLG_500kb.wgt.RDat	ICOSLG	21	45642874	45660849	0.0893	rs743479	 9.921	rs743479	0.02435	  4.43	 9.921	28	28	prs	0.0662	2.07e-08	 5.53225	3.16e-08
./fusion_twas/WEIGHTS/Blood_Crohns/TIAM1_500kb.wgt.RDat	TIAM1	21	32490734	32932290	0.0320	rs2833441	-1.211	rs2833441	0.02835	 -3.83	-1.211	 3	 2	enet	0.0298	1.43e-04	 1.37114	1.70e-01
./fusion_twas/WEIGHTS/Blood_Crohns/CCT8_500kb.wgt.RDat	CCT8	21	30428126	30446118	0.2230	rs9982288	 1.362	rs1064019	0.17566	  8.96	 1.171	 2	 2	blup	0.1804	3.21e-21	 1.03464	3.01e-01
./fusion_twas/WEIGHTS/Blood_Crohns/NDUFV3_500kb.wgt.RDat	NDUFV3	21	44299754	44333414	0.0856	rs11700858	 3.439	rs2839585	0.04704	  4.71	-0.880	35	12	enet	0.0419	7.61e-06	-0.57870	5.63e-01
./fusion_twas/WEIGHTS/Blood_Crohns/MCM3AP_500kb.wgt.RDat	MCM3AP	21	47655047	47706211	0.0411	rs10432965	-1.648	rs964975	0.03053	  0.00	-0.228	 7	 1	lasso	0.0226	8.27e-04	 0.15157	8.80e-01
./fusion_twas/WEIGHTS/Blood_Crohns/PAXBP1_500kb.wgt.RDat	PAXBP1	21	34106210	34144169	0.0147	rs2236430	 1.679	rs2833899	0.00536	 -3.22	 0.478	 7	 7	prs	0.0133	8.39e-03	-0.79917	4.24e-01
./fusion_twas/WEIGHTS/Blood_Crohns/RWDD2B_500kb.wgt.RDat	RWDD2B	21	30376705	30391699	0.1237	rs9982288	 1.362	rs1064019	0.11716	  7.27	 1.171	 2	 1	lasso	0.1114	2.58e-13	 1.17094	2.42e-01
./fusion_twas/WEIGHTS/Blood_Crohns/PRMT2_500kb.wgt.RDat	PRMT2	21	48055079	48085036	0.1918	rs10432965	-1.648	rs10432965	0.11764	  0.00	-1.648	 4	 3	lasso	0.2543	1.98e-30	 0.91864	3.58e-01
