FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_Crohns/CCR5_500kb.wgt.RDat	CCR5	3	4.64e+07	4.64e+07	0.0448	rs3092962	-3.799	rs7648467	-0.000569	  0.00	-1.1089	 97	97	prs	0.00559	6.18e-02	-0.2416	8.09e-01
./fusion_twas/WEIGHTS/Blood_Crohns/ACAD9_500kb.wgt.RDat	ACAD9	3	1.29e+08	1.29e+08	0.3019	rs4384970	-2.098	rs4384970	 0.068401	  5.91	-2.0984	 12	12	blup	0.07940	7.96e-10	-1.3365	1.81e-01
./fusion_twas/WEIGHTS/Blood_Crohns/THUMPD3_500kb.wgt.RDat	THUMPD3	3	9.40e+06	9.43e+06	0.0977	rs2664122	 1.082	rs9846242	 0.084441	 -6.24	-0.9515	  4	 4	enet	0.09920	5.69e-12	 0.4474	6.55e-01
./fusion_twas/WEIGHTS/Blood_Crohns/MFN1_500kb.wgt.RDat	MFN1	3	1.79e+08	1.79e+08	0.0640	rs13083369	-2.766	rs13083369	 0.044369	  5.50	-2.7656	  3	 3	prs	0.08737	1.10e-10	-1.7877	7.38e-02
./fusion_twas/WEIGHTS/Blood_Crohns/KIAA1524_500kb.wgt.RDat	KIAA1524	3	1.08e+08	1.08e+08	0.0609	rs11919162	-2.154	rs1374818	 0.002590	 -3.21	 1.2634	  6	 6	blup	0.04655	2.48e-06	 0.0821	9.35e-01
./fusion_twas/WEIGHTS/Blood_Crohns/RP11-222K16.2_500kb.wgt.RDat	RP11-222K16.2	3	2.78e+07	2.78e+07	0.1797	rs2371258	 3.307	rs2642935	 0.211996	  9.69	 1.1923	 38	 8	enet	0.23265	1.21e-27	 0.9800	3.27e-01
./fusion_twas/WEIGHTS/Blood_Crohns/GNL3_500kb.wgt.RDat	GNL3	3	5.27e+07	5.27e+07	0.0392	rs1811351	 3.472	rs3755806	 0.055823	 -5.30	-1.1121	 13	13	prs	0.05791	1.56e-07	 2.1426	3.21e-02
./fusion_twas/WEIGHTS/Blood_Crohns/AMT_500kb.wgt.RDat	AMT	3	4.95e+07	4.95e+07	0.2179	rs1131095	11.932	rs10865956	 0.314072	-11.75	-2.5222	 88	 8	lasso	0.29997	1.44e-36	 2.0270	4.27e-02
./fusion_twas/WEIGHTS/Blood_Crohns/ABCC5_500kb.wgt.RDat	ABCC5	3	1.84e+08	1.84e+08	0.0988	rs11718245	 4.018	rs9866941	 0.071510	  5.89	-0.8914	  9	 5	enet	0.08737	1.10e-10	-1.0751	2.82e-01
./fusion_twas/WEIGHTS/Blood_Crohns/SLC51A_500kb.wgt.RDat	SLC51A	3	1.96e+08	1.96e+08	0.0372	rs6779465	 1.689	rs11185517	 0.041303	 -4.53	-0.3704	 10	 2	lasso	0.03436	4.77e-05	 0.4935	6.22e-01
