FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_Crohns/CENPK_500kb.wgt.RDat	CENPK	5	6.48e+07	6.49e+07	0.1292	rs17206779	 -1.920	rs1862571	 0.035154	  4.14	 0.217251	  8	  6	enet	0.0733	 3.62e-09	 -1.2498	2.11e-01
./fusion_twas/WEIGHTS/Blood_Crohns/NSUN2_500kb.wgt.RDat	NSUN2	5	6.60e+06	6.63e+06	0.0584	NA	     NA	NA	       NA	    NA	       NA	  3	  0	lasso	0.0583	 1.43e-07	      NA	      NA
./fusion_twas/WEIGHTS/Blood_Crohns/FAM169A_500kb.wgt.RDat	FAM169A	5	7.41e+07	7.42e+07	0.0319	rs12916	  0.818	rs296941	 0.031557	 -3.95	 0.296720	  2	  2	blup	0.0295	 1.56e-04	 -0.0739	9.41e-01
./fusion_twas/WEIGHTS/Blood_Crohns/PARP8_500kb.wgt.RDat	PARP8	5	5.00e+07	5.01e+07	0.0369	rs27964	  1.906	rs27964	 0.032790	  4.44	 1.906281	  3	  3	prs	0.0395	 1.37e-05	  1.1451	2.52e-01
./fusion_twas/WEIGHTS/Blood_Crohns/SPEF2_500kb.wgt.RDat	SPEF2	5	3.56e+07	3.58e+07	0.0873	rs11746643	 -3.492	rs6872795	 0.048398	  4.96	-0.777232	 53	  2	lasso	0.0482	 1.65e-06	 -0.5785	5.63e-01
./fusion_twas/WEIGHTS/Blood_Crohns/KIF3A_500kb.wgt.RDat	KIF3A	5	1.32e+08	1.32e+08	0.0884	rs17622208	 12.946	rs4705869	 0.066160	 -5.82	-4.111670	123	  4	lasso	0.0772	 1.38e-09	  4.9021	9.48e-07
./fusion_twas/WEIGHTS/Blood_Crohns/MSH3_500kb.wgt.RDat	MSH3	5	8.00e+07	8.02e+07	0.2722	rs6895353	  2.718	rs12517451	 0.255134	 10.62	-0.758190	  7	  2	lasso	0.2758	 2.84e-33	 -0.6075	5.44e-01
./fusion_twas/WEIGHTS/Blood_Crohns/ANKRD55_500kb.wgt.RDat	ANKRD55	5	5.54e+07	5.55e+07	0.0976	rs10065637	 -6.082	rs10065637	 0.086708	 -6.21	-6.081812	 19	  8	enet	0.0909	 4.56e-11	  6.6468	2.99e-11
./fusion_twas/WEIGHTS/Blood_Crohns/CAMLG_500kb.wgt.RDat	CAMLG	5	1.34e+08	1.34e+08	0.1998	rs4958191	  2.812	rs2305049	 0.160039	  8.42	-0.802912	  9	  1	lasso	0.1601	 7.87e-19	 -0.8029	4.22e-01
./fusion_twas/WEIGHTS/Blood_Crohns/CPEB4_500kb.wgt.RDat	CPEB4	5	1.73e+08	1.73e+08	0.0897	rs7736263	 -6.625	rs359445	 0.044453	 -4.86	 4.902718	 57	 15	enet	0.0405	 1.07e-05	 -5.8668	4.44e-09
