FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_Crohns/MEI1_500kb.wgt.RDat	MEI1	22	42095503	42195460	0.0237	rs2073167	-5.246	rs2073167	0.02251	 -3.42	-5.2461	 2	 2	prs	0.02161	1.07e-03	 5.37201	7.79e-08
./fusion_twas/WEIGHTS/Blood_Crohns/CLTCL1_500kb.wgt.RDat	CLTCL1	22	19166986	19279239	0.0263	rs5992462	-0.660	rs712964	0.02614	  3.72	 0.5916	 4	 1	lasso	0.02338	6.91e-04	 0.59162	5.54e-01
./fusion_twas/WEIGHTS/Blood_Crohns/CCDC134_500kb.wgt.RDat	CCDC134	22	42196683	42222303	0.0373	rs2073167	-5.246	rs2073167	0.03017	 -3.93	-5.2461	 2	 2	prs	0.02790	2.29e-04	 4.42511	9.64e-06
./fusion_twas/WEIGHTS/Blood_Crohns/XBP1_500kb.wgt.RDat	XBP1	22	29190543	29196585	0.0900	rs6005975	-3.759	rs5762788	0.12542	  7.60	-2.9011	 4	 3	enet	0.13202	1.29e-15	-2.38863	1.69e-02
./fusion_twas/WEIGHTS/Blood_Crohns/SYNGR1_500kb.wgt.RDat	SYNGR1	22	39745930	39781593	0.4192	rs12627970	 7.397	rs2069235	0.41560	 13.49	 4.0718	18	 7	enet	0.41832	1.55e-54	 4.11933	3.80e-05
./fusion_twas/WEIGHTS/Blood_Crohns/SMARCB1_500kb.wgt.RDat	SMARCB1	22	24129150	24176703	0.0367	rs738791	 1.806	rs17003998	0.03384	 -4.21	 1.7677	 7	 7	prs	0.03957	1.35e-05	-1.76842	7.70e-02
./fusion_twas/WEIGHTS/Blood_Crohns/GRAP2_500kb.wgt.RDat	GRAP2	22	40297086	40369725	0.0309	rs2958647	 3.444	rs137981	0.02259	  3.46	-2.2959	 6	 6	blup	0.01639	3.87e-03	-3.05171	2.28e-03
./fusion_twas/WEIGHTS/Blood_Crohns/CECR6_500kb.wgt.RDat	CECR6	22	17597189	17602257	0.1047	rs1468488	 2.445	rs1468488	0.09032	 -6.50	 2.4448	13	 2	lasso	0.09027	5.33e-11	-2.34898	1.88e-02
./fusion_twas/WEIGHTS/Blood_Crohns/AC006547.8_500kb.wgt.RDat	AC006547.8	22	20098344	20099398	0.1664	rs175194	 1.827	rs373747	0.02092	 -3.48	-0.8382	10	 5	enet	0.04066	1.03e-05	-0.63192	5.27e-01
./fusion_twas/WEIGHTS/Blood_Crohns/PLXNB2_500kb.wgt.RDat	PLXNB2	22	50713408	50746056	0.0465	rs1010282	-0.880	rs882753	0.01222	  3.57	-0.5237	 8	 4	enet	0.02832	2.07e-04	-0.85097	3.95e-01
./fusion_twas/WEIGHTS/Blood_Crohns/PI4KAP2_500kb.wgt.RDat	PI4KAP2	22	21827289	21871822	0.5795	rs878825	 7.203	rs464694	0.05620	 -5.14	 2.7849	20	 2	lasso	0.23746	2.96e-28	-0.32497	7.45e-01
./fusion_twas/WEIGHTS/Blood_Crohns/NPTXR_500kb.wgt.RDat	NPTXR	22	39214457	39239987	0.4009	rs12627970	 7.397	rs4821818	0.10865	  6.99	-0.1043	14	12	enet	0.17777	6.54e-21	-3.22354	1.27e-03
./fusion_twas/WEIGHTS/Blood_Crohns/TPTEP1_500kb.wgt.RDat	TPTEP1	22	17082777	17179632	0.1017	rs1468488	 2.445	rs175154	0.00254	  2.65	 0.8635	 8	 8	enet	0.04560	3.12e-06	 1.05887	2.90e-01
./fusion_twas/WEIGHTS/Blood_Crohns/ASCC2_500kb.wgt.RDat	ASCC2	22	30184597	30234271	0.3327	rs714027	 7.273	rs6006148	0.01895	  0.00	 1.8678	80	30	enet	0.16993	5.51e-20	-2.34941	1.88e-02
./fusion_twas/WEIGHTS/Blood_Crohns/PVALB_500kb.wgt.RDat	PVALB	22	37196728	37215523	0.1394	rs2267364	-4.067	rs2072711	0.07988	  6.00	-2.6733	59	 2	lasso	0.07654	1.61e-09	-2.56955	1.02e-02
./fusion_twas/WEIGHTS/Blood_Crohns/CRELD2_500kb.wgt.RDat	CRELD2	22	50311815	50321188	0.0868	rs138820	 3.056	rs138820	0.10715	  7.17	 3.0565	 7	 2	lasso	0.10226	2.63e-12	 3.04310	2.34e-03
./fusion_twas/WEIGHTS/Blood_Crohns/TAB1_500kb.wgt.RDat	TAB1	22	39795746	39833065	0.0178	rs12627970	 7.397	rs12627970	0.00644	  3.41	 7.3969	22	22	prs	0.01586	4.42e-03	 7.61810	2.57e-14
./fusion_twas/WEIGHTS/Blood_Crohns/DDX17_500kb.wgt.RDat	DDX17	22	38879445	38903665	0.0259	rs1980455	-2.847	rs763121	0.02706	  3.80	-2.5193	 5	 5	prs	0.02412	5.77e-04	-2.19863	2.79e-02
./fusion_twas/WEIGHTS/Blood_Crohns/C22orf43_500kb.wgt.RDat	C22orf43	22	23950639	23974508	0.1742	rs738791	 1.806	rs12166802	0.14481	  0.00	 0.2780	 8	 8	blup	0.14285	7.58e-17	-0.23908	8.11e-01
./fusion_twas/WEIGHTS/Blood_Crohns/TTC28_500kb.wgt.RDat	TTC28	22	28374004	29075853	0.0785	rs6005975	-3.759	rs5762788	0.03594	  4.32	-2.9011	 9	 9	prs	0.04943	1.23e-06	-1.76209	7.81e-02
./fusion_twas/WEIGHTS/Blood_Crohns/SMDT1_500kb.wgt.RDat	SMDT1	22	42475695	42480288	0.1251	rs6002695	 1.877	rs133309	0.11891	 -7.42	-0.9006	 4	 4	enet	0.12661	5.23e-15	 0.07919	9.37e-01
./fusion_twas/WEIGHTS/Blood_Crohns/APOBEC3B_500kb.wgt.RDat	APOBEC3B	22	39378352	39388809	0.2484	rs12627970	 7.397	rs17298479	0.08943	 -6.51	 0.7430	19	 6	enet	0.12664	5.19e-15	-2.95164	3.16e-03
