FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_LDL/WDR11_500kb.wgt.RDat	WDR11	10	1.23e+08	1.23e+08	0.1252	rs11199297	 3.15	rs10886776	 0.025239	  5.04	-0.1509	287	 25	enet	0.05604	 2.64e-08	-0.74576	4.56e-01
./fusion_twas/WEIGHTS/LIV_LDL/OBFC1_500kb.wgt.RDat	OBFC1	10	1.06e+08	1.06e+08	0.0818	rs7924310	-2.66	rs8181413	-0.000316	  3.67	 0.5256	171	171	prs	0.00983	 1.33e-02	-0.72247	4.70e-01
./fusion_twas/WEIGHTS/LIV_LDL/EXOSC1_500kb.wgt.RDat	EXOSC1	10	9.92e+07	9.92e+07	0.0519	rs2297643	 2.47	rs10219031	-0.001897	  0.00	-0.4818	213	213	prs	0.02581	 1.34e-04	-1.95043	5.11e-02
./fusion_twas/WEIGHTS/LIV_LDL/FAM13C_500kb.wgt.RDat	FAM13C	10	6.10e+07	6.11e+07	0.0479	rs11597180	 2.27	rs11815025	-0.001067	 -3.39	-1.0364	186	186	prs	0.02375	 2.40e-04	 0.98354	3.25e-01
./fusion_twas/WEIGHTS/LIV_LDL/RP11-137H2.6_500kb.wgt.RDat	RP11-137H2.6	10	8.22e+07	8.22e+07	0.1113	rs2343308	-3.70	rs1870143	 0.111663	  7.80	 1.6226	229	  5	lasso	0.11423	 1.24e-15	 1.80579	7.10e-02
./fusion_twas/WEIGHTS/LIV_LDL/ZNF248_500kb.wgt.RDat	ZNF248	10	3.81e+07	3.81e+07	0.0247	rs2799505	 2.96	rs1208727	 0.018825	  3.49	-0.7826	 75	 75	prs	0.00918	 1.61e-02	-0.93324	3.51e-01
./fusion_twas/WEIGHTS/LIV_LDL/NET1_500kb.wgt.RDat	NET1	10	5.45e+06	5.50e+06	0.0890	rs10795544	 4.30	rs17138235	 0.010605	 -5.27	 0.3208	256	  5	lasso	0.05375	 5.04e-08	-0.79602	4.26e-01
./fusion_twas/WEIGHTS/LIV_LDL/SVIL_500kb.wgt.RDat	SVIL	10	2.97e+07	3.00e+07	0.1658	rs555438	-2.53	rs788065	 0.024723	  0.00	 0.6346	393	 19	enet	0.11265	 1.98e-15	 1.93585	5.29e-02
./fusion_twas/WEIGHTS/LIV_LDL/C10orf25_500kb.wgt.RDat	C10orf25	10	4.55e+07	4.55e+07	0.0553	rs899888	-4.44	rs12358699	 0.032863	  5.00	 1.0709	164	 17	enet	0.03624	 7.07e-06	 0.54081	5.89e-01
./fusion_twas/WEIGHTS/LIV_LDL/MARCH8_500kb.wgt.RDat	MARCH8	10	4.60e+07	4.61e+07	0.0599	rs12782902	-2.95	rs9422650	 0.031393	  4.90	 1.0093	 95	  1	lasso	0.04824	 2.39e-07	 1.00926	3.13e-01
./fusion_twas/WEIGHTS/LIV_LDL/RP11-499P20.2_500kb.wgt.RDat	RP11-499P20.2	10	1.88e+07	1.88e+07	0.3133	rs17662793	 3.45	rs10828975	 0.353393	 13.57	 1.3889	267	  5	lasso	0.35532	 9.54e-52	 0.91674	3.59e-01
./fusion_twas/WEIGHTS/LIV_LDL/NCOA4_500kb.wgt.RDat	NCOA4	10	5.16e+07	5.16e+07	0.2095	rs10826223	 1.55	rs7921218	 0.182283	  0.00	 0.3051	 51	  3	lasso	0.17939	 2.34e-24	 0.27668	7.82e-01
./fusion_twas/WEIGHTS/LIV_LDL/WAC-AS1_500kb.wgt.RDat	WAC-AS1	10	2.88e+07	2.88e+07	0.3526	rs12783789	-2.44	rs332114	 0.248784	 11.42	 0.5652	236	 17	enet	0.32413	 2.15e-46	 0.62928	5.29e-01
./fusion_twas/WEIGHTS/LIV_LDL/TIMM23_500kb.wgt.RDat	TIMM23	10	5.16e+07	5.16e+07	0.0871	rs10826223	 1.55	rs11592181	 0.052577	 -5.52	 0.3947	 58	  2	lasso	0.04694	 3.46e-07	 0.31493	7.53e-01
./fusion_twas/WEIGHTS/LIV_LDL/CCDC7_500kb.wgt.RDat	CCDC7	10	3.27e+07	3.29e+07	0.0625	rs16933853	-2.51	rs2505390	 0.025148	 -4.03	-1.5294	123	123	prs	0.01178	 7.48e-03	 0.05142	9.59e-01
./fusion_twas/WEIGHTS/LIV_LDL/ENTPD1_500kb.wgt.RDat	ENTPD1	10	9.75e+07	9.76e+07	0.2559	rs941999	-3.38	rs2051052	 0.216450	-10.59	 1.9615	235	 30	enet	0.25332	 4.33e-35	-1.63307	1.02e-01
./fusion_twas/WEIGHTS/LIV_LDL/ARL3_500kb.wgt.RDat	ARL3	10	1.04e+08	1.04e+08	0.1987	rs1057050	 3.14	rs12764388	 0.201539	 10.24	-0.3125	106	  6	lasso	0.20310	 1.08e-27	-0.57446	5.66e-01
./fusion_twas/WEIGHTS/LIV_LDL/BTBD16_500kb.wgt.RDat	BTBD16	10	1.24e+08	1.24e+08	0.1394	rs7100288	 3.75	rs11200559	 0.096502	 -7.25	-1.1594	242	  5	lasso	0.09229	 7.92e-13	 1.16887	2.42e-01
./fusion_twas/WEIGHTS/LIV_LDL/MGMT_500kb.wgt.RDat	MGMT	10	1.31e+08	1.32e+08	0.4056	rs12246239	-3.17	rs7905095	 0.362753	-14.40	-2.5094	296	  4	lasso	0.46620	 4.07e-73	 2.54176	1.10e-02
./fusion_twas/WEIGHTS/LIV_LDL/NUTM2A-AS1_500kb.wgt.RDat	NUTM2A-AS1	10	8.90e+07	8.91e+07	0.1275	rs3905377	-3.06	rs1240400	-0.000936	 -3.10	 0.0556	127	 30	enet	0.05432	 4.29e-08	 0.08234	9.34e-01
./fusion_twas/WEIGHTS/LIV_LDL/RP11-222A11.1_500kb.wgt.RDat	RP11-222A11.1	10	6.73e+07	6.75e+07	0.1099	rs1903876	 2.87	rs7094716	 0.034065	  6.35	-1.9020	217	  4	lasso	0.08123	 1.96e-11	-2.19879	2.79e-02
./fusion_twas/WEIGHTS/LIV_LDL/CYP2C8_500kb.wgt.RDat	CYP2C8	10	9.68e+07	9.68e+07	0.0384	rs1536430	 2.99	rs1977288	 0.052023	  0.00	-1.0741	228	  5	lasso	0.04185	 1.46e-06	 1.03361	3.01e-01
./fusion_twas/WEIGHTS/LIV_LDL/TM9SF3_500kb.wgt.RDat	TM9SF3	10	9.83e+07	9.83e+07	0.0624	rs941999	-3.38	rs10882829	-0.000348	  3.72	-0.7241	183	 28	enet	0.01212	 6.78e-03	 0.81314	4.16e-01
./fusion_twas/WEIGHTS/LIV_LDL/SLC18A2_500kb.wgt.RDat	SLC18A2	10	1.19e+08	1.19e+08	0.1692	rs12572534	 2.75	rs181440	 0.108142	 -7.85	-0.1154	208	 11	enet	0.12765	 2.21e-17	 0.56605	5.71e-01
./fusion_twas/WEIGHTS/LIV_LDL/PTCHD3P1_500kb.wgt.RDat	PTCHD3P1	10	2.97e+07	2.98e+07	0.1327	rs555438	-2.53	rs703031	 0.093870	  0.00	-0.2286	358	  2	lasso	0.12983	 1.15e-17	 0.71597	4.74e-01
