FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_LDL/NAPSB_500kb.wgt.RDat	NAPSB	19	50837053	50848024	0.5800	rs957738	 -3.02	rs1274517	 4.06e-01	-14.49	 -0.5000	167	 47	enet	0.56884	 2.85e-97	  0.22679	8.21e-01
./fusion_twas/WEIGHTS/LIV_LDL/RP11-15H20.6_500kb.wgt.RDat	RP11-15H20.6	19	23442708	23457053	0.3907	rs11670477	  2.69	rs9676289	 4.18e-01	-14.78	  0.6667	 67	  2	lasso	0.47385	 9.49e-75	 -0.53372	5.94e-01
./fusion_twas/WEIGHTS/LIV_LDL/AC020910.2_500kb.wgt.RDat	AC020910.2	19	35166998	35168486	0.1129	rs4806093	 -2.44	rs2305762	 1.13e-01	 -7.77	  0.6102	137	  4	lasso	0.10227	 4.26e-14	 -0.40559	6.85e-01
./fusion_twas/WEIGHTS/LIV_LDL/PRAM1_500kb.wgt.RDat	PRAM1	19	 8554940	 8567996	0.0470	rs11669700	  2.17	rs3815783	 1.61e-02	  4.06	  0.4694	149	  4	lasso	0.02418	 2.13e-04	  0.65149	5.15e-01
./fusion_twas/WEIGHTS/LIV_LDL/CACTIN_500kb.wgt.RDat	CACTIN	19	 3610639	 3626813	0.0740	rs17674346	 -2.64	rs10401177	-1.27e-03	  3.28	  0.2182	139	139	prs	0.01014	 1.21e-02	  1.14689	2.51e-01
./fusion_twas/WEIGHTS/LIV_LDL/MAST3_500kb.wgt.RDat	MAST3	19	18208603	18262502	0.2487	rs1075403	  3.58	rs273506	 2.51e-01	-11.36	  0.9649	171	  5	lasso	0.24671	 4.33e-34	 -1.08055	2.80e-01
./fusion_twas/WEIGHTS/LIV_LDL/RP11-15H20.7_500kb.wgt.RDat	RP11-15H20.7	19	23440057	23457034	0.3613	rs11670477	  2.69	rs7254300	 3.39e-01	-13.27	  0.2642	 67	  2	lasso	0.38366	 7.70e-57	 -0.47071	6.38e-01
./fusion_twas/WEIGHTS/LIV_LDL/S1PR2_500kb.wgt.RDat	S1PR2	19	10334520	10341948	0.2999	rs8106664	-11.52	rs17000211	 1.28e-01	 -9.20	 -1.7391	134	 27	enet	0.25016	 1.31e-34	 -1.21633	2.24e-01
./fusion_twas/WEIGHTS/LIV_LDL/STXBP2_500kb.wgt.RDat	STXBP2	19	 7701767	 7712759	0.1075	rs10906990	  2.64	rs4134809	 9.67e-02	 -7.18	 -0.1071	160	  3	lasso	0.09317	 6.12e-13	  0.37980	7.04e-01
./fusion_twas/WEIGHTS/LIV_LDL/CTC-360G5.9_500kb.wgt.RDat	CTC-360G5.9	19	39425976	39429272	0.2911	rs7359950	  2.60	rs934421	 1.06e-01	  8.34	 -1.3333	141	 26	enet	0.24946	 1.67e-34	  0.59071	5.55e-01
./fusion_twas/WEIGHTS/LIV_LDL/LILRA5_500kb.wgt.RDat	LILRA5	19	54818353	54824409	0.1770	rs730592	  2.67	rs651279	 1.80e-01	 -9.64	 -0.0862	170	  2	lasso	0.17882	 2.81e-24	 -0.16176	8.71e-01
./fusion_twas/WEIGHTS/LIV_LDL/COLGALT1_500kb.wgt.RDat	COLGALT1	19	17666403	17693971	0.0539	rs13345062	  3.06	rs891184	 2.34e-02	 -4.57	 -0.5667	178	  1	lasso	0.02192	 4.04e-04	  0.56667	5.71e-01
./fusion_twas/WEIGHTS/LIV_LDL/EMC10_500kb.wgt.RDat	EMC10	19	50979657	50986608	0.0571	rs957738	 -3.02	rs3816551	 2.14e-02	  4.11	 -0.6000	185	  3	lasso	0.01557	 2.49e-03	 -0.01493	9.88e-01
./fusion_twas/WEIGHTS/LIV_LDL/ZFP30_500kb.wgt.RDat	ZFP30	19	38104650	38183238	0.2004	rs705503	  2.07	rs2927743	 2.34e-01	-11.00	 -0.4054	 95	  3	lasso	0.25148	 8.22e-35	  0.78297	4.34e-01
./fusion_twas/WEIGHTS/LIV_LDL/ZNF833P_500kb.wgt.RDat	ZNF833P	19	11750591	11797382	0.0648	rs4804147	 11.45	rs10426047	 6.80e-02	 -6.07	 -0.7846	127	  5	enet	0.05825	 1.41e-08	  0.59563	5.51e-01
