FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/LIV_LDL/AP1B1_500kb.wgt.RDat	AP1B1	22	29723669	29819168	0.4296	rs4823054	 5.83	rs131190	 0.114724	  7.77	-0.1316	135	 24	enet	0.27829	 5.97e-39	-1.42e+00	0.154706
./fusion_twas/WEIGHTS/LIV_LDL/RRP7A_500kb.wgt.RDat	RRP7A	22	42905974	42915808	0.5408	rs5758894	 2.19	rs7287384	 0.240430	 11.19	-0.2195	129	 25	enet	0.26756	 2.82e-37	-4.04e-01	0.686076
./fusion_twas/WEIGHTS/LIV_LDL/CBY1_500kb.wgt.RDat	CBY1	22	39052641	39069859	0.0590	rs7289126	-2.94	rs6001209	 0.050638	  5.68	 0.2632	136	136	prs	0.04869	 2.11e-07	 4.16e-01	0.677469
./fusion_twas/WEIGHTS/LIV_LDL/L3MBTL2_500kb.wgt.RDat	L3MBTL2	22	41601209	41627275	0.0492	rs138305	 2.89	rs139451	 0.023533	 -4.47	-0.1321	 83	  8	enet	0.03985	 2.56e-06	 3.75e-01	0.707728
./fusion_twas/WEIGHTS/LIV_LDL/LINC00899_500kb.wgt.RDat	LINC00899	22	46435787	46440733	0.1362	rs4253728	 3.88	rs4072455	 0.161462	  9.18	 1.2500	175	  1	lasso	0.16037	 9.56e-22	 1.25e+00	0.211300
./fusion_twas/WEIGHTS/LIV_LDL/YPEL1_500kb.wgt.RDat	YPEL1	22	22051833	22090123	0.1114	rs2276006	-2.32	rs710172	 0.089310	  6.94	-1.2778	124	  6	enet	0.09030	 1.41e-12	-8.49e-01	0.396035
./fusion_twas/WEIGHTS/LIV_LDL/KREMEN1_500kb.wgt.RDat	KREMEN1	22	29469066	29564321	0.3484	rs760628	 2.66	rs134609	 0.346413	 13.38	 0.2931	123	  3	lasso	0.37416	 4.16e-55	 7.72e-01	0.439922
./fusion_twas/WEIGHTS/LIV_LDL/CCDC134_500kb.wgt.RDat	CCDC134	22	42196683	42222303	0.1836	rs5996130	-2.14	rs7285782	 0.139301	  8.63	-0.2642	101	  5	lasso	0.13328	 4.03e-18	-3.47e-01	0.728804
./fusion_twas/WEIGHTS/LIV_LDL/TRMT2A_500kb.wgt.RDat	TRMT2A	22	20099389	20104915	0.1483	rs2531716	-2.43	rs1558496	 0.159337	  9.25	-0.3667	176	 12	enet	0.16546	 1.94e-22	-3.86e-01	0.699148
./fusion_twas/WEIGHTS/LIV_LDL/OSBP2_500kb.wgt.RDat	OSBP2	22	31089769	31303811	0.0649	rs2106430	 3.33	rs2240182	 0.038554	  4.86	-1.9808	179	 13	enet	0.04353	 9.05e-07	-6.60e-01	0.509037
./fusion_twas/WEIGHTS/LIV_LDL/XBP1_500kb.wgt.RDat	XBP1	22	29190543	29196585	0.0407	rs760628	 2.66	rs6005861	 0.017838	 -4.57	-0.3810	101	101	prs	0.02272	 3.22e-04	-5.28e-01	0.597189
./fusion_twas/WEIGHTS/LIV_LDL/SYNGR1_500kb.wgt.RDat	SYNGR1	22	39745930	39781593	0.1844	rs3736685	 2.23	rs5757312	 0.186974	  0.00	 2.0702	147	 11	enet	0.18898	 1.07e-25	-1.05e+00	0.292234
./fusion_twas/WEIGHTS/LIV_LDL/RP3-402G11.26_500kb.wgt.RDat	RP3-402G11.26	22	50637519	50638976	0.1661	rs7410465	 3.56	rs760753	 0.051474	  5.89	-0.7263	119	 20	enet	0.08807	 2.71e-12	 1.78e-01	0.858866
./fusion_twas/WEIGHTS/LIV_LDL/CTA-85E5.10_500kb.wgt.RDat	CTA-85E5.10	22	30404731	30476469	0.1214	rs4823054	 5.83	rs12537	 0.069517	 -6.36	 0.3585	141	  6	lasso	0.07055	 4.22e-10	 7.57e-01	0.449174
./fusion_twas/WEIGHTS/LIV_LDL/SERHL2_500kb.wgt.RDat	SERHL2	22	42949623	42970388	0.3254	rs5758894	 2.19	rs5758566	 0.106779	  0.00	-0.6094	140	 28	enet	0.17841	 3.21e-24	 5.01e-01	0.616181
./fusion_twas/WEIGHTS/LIV_LDL/SMARCB1_500kb.wgt.RDat	SMARCB1	22	24129150	24176703	0.2291	rs2267073	 2.29	rs738791	 0.195040	-10.05	 0.0185	144	  6	lasso	0.33270	 7.72e-48	 1.92e-01	0.847923
./fusion_twas/WEIGHTS/LIV_LDL/LGALS1_500kb.wgt.RDat	LGALS1	22	38071615	38075813	0.2215	rs5750508	 2.51	rs4820294	 0.293243	-12.31	-0.8182	176	  2	lasso	0.29206	 3.89e-41	 8.32e-01	0.405519
./fusion_twas/WEIGHTS/LIV_LDL/IL17RA_500kb.wgt.RDat	IL17RA	22	17565844	17596583	0.1230	rs9618937	 2.66	rs4819956	 0.046887	 -5.99	 0.8667	229	  8	enet	0.07005	 4.88e-10	-9.00e-01	0.368164
./fusion_twas/WEIGHTS/LIV_LDL/AC006547.8_500kb.wgt.RDat	AC006547.8	22	20098344	20099398	0.0661	rs2531716	-2.43	rs7285397	 0.041560	  4.92	-0.8500	176	  2	lasso	0.02278	 3.16e-04	-7.60e-01	0.447231
./fusion_twas/WEIGHTS/LIV_LDL/THOC5_500kb.wgt.RDat	THOC5	22	29901868	29951205	0.0478	rs4823054	 5.83	rs2188120	 0.014813	 -4.14	-0.6774	132	132	prs	0.01556	 2.49e-03	 8.31e-01	0.406178
./fusion_twas/WEIGHTS/LIV_LDL/PARVB_500kb.wgt.RDat	PARVB	22	44395091	44568829	0.8153	rs4823182	-3.58	rs2267592	 0.552369	 16.87	-2.3818	351	  7	lasso	0.70926	8.15e-142	-1.80e+00	0.071885
./fusion_twas/WEIGHTS/LIV_LDL/FOXRED2_500kb.wgt.RDat	FOXRED2	22	36883237	36903148	0.2709	rs7286844	-3.24	rs3747163	 0.282192	 12.06	 1.5000	246	  5	lasso	0.30657	 1.75e-43	 1.26e+00	0.208827
