FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_LDL/EZR_500kb.wgt.RDat	EZR	6	1.59e+08	1.59e+08	0.0804	rs2485328	 2.93	rs6455604	 0.044732	  4.89	 0.3269	165	  8	enet	0.07976	 7.28e-10	 1.33828	1.81e-01
./fusion_twas/WEIGHTS/Blood_LDL/RPL7L1_500kb.wgt.RDat	RPL7L1	6	4.28e+07	4.29e+07	0.1314	rs6941212	-3.31	rs2395939	 0.108978	 -7.53	-0.5574	126	  4	enet	0.11741	 5.57e-14	 0.84764	3.97e-01
./fusion_twas/WEIGHTS/Blood_LDL/LRRC1_500kb.wgt.RDat	LRRC1	6	5.37e+07	5.38e+07	0.0874	rs1326543	 4.24	rs9474647	 0.092644	  6.45	 0.3231	244	  4	lasso	0.08314	 3.15e-10	 0.03180	9.75e-01
./fusion_twas/WEIGHTS/Blood_LDL/MBOAT1_500kb.wgt.RDat	MBOAT1	6	2.01e+07	2.02e+07	0.0914	rs6932299	 3.83	rs843319	 0.072559	 -5.88	 0.0702	264	 10	enet	0.08186	 4.32e-10	 0.44869	6.54e-01
./fusion_twas/WEIGHTS/Blood_LDL/FBXO30_500kb.wgt.RDat	FBXO30	6	1.46e+08	1.46e+08	0.0451	rs2056994	 2.77	rs12200607	 0.060499	 -5.32	 0.3483	 67	  1	lasso	0.05801	 1.52e-07	-0.34831	7.28e-01
./fusion_twas/WEIGHTS/Blood_LDL/ADCY10P1_500kb.wgt.RDat	ADCY10P1	6	4.11e+07	4.11e+07	0.3506	rs9369279	-3.30	rs11969526	 0.329710	 12.21	 0.2262	249	 16	enet	0.38518	 3.64e-49	-0.95824	3.38e-01
./fusion_twas/WEIGHTS/Blood_LDL/RP1-90J20.8_500kb.wgt.RDat	RP1-90J20.8	6	2.99e+06	3.00e+06	0.1317	rs7759176	-2.26	rs1054132	 0.146472	 -8.21	-0.8491	259	  3	lasso	0.13140	 1.51e-15	 0.85728	3.91e-01
./fusion_twas/WEIGHTS/Blood_LDL/DEF6_500kb.wgt.RDat	DEF6	6	3.53e+07	3.53e+07	0.0671	rs7750906	 2.86	rs13214290	 0.079437	 -6.25	 1.9394	157	  5	lasso	0.06822	 1.25e-08	-2.09046	3.66e-02
./fusion_twas/WEIGHTS/Blood_LDL/SMIM13_500kb.wgt.RDat	SMIM13	6	1.11e+07	1.11e+07	0.0508	rs1045911	 3.08	rs4713379	-0.001511	 -2.91	-1.7536	197	197	prs	0.02065	 1.35e-03	-0.61231	5.40e-01
./fusion_twas/WEIGHTS/Blood_LDL/AKAP12_500kb.wgt.RDat	AKAP12	6	1.52e+08	1.52e+08	0.1565	rs9478809	 4.23	rs2473609	 0.077618	  6.31	 0.0980	318	  4	lasso	0.09637	 1.16e-11	 0.80487	4.21e-01
./fusion_twas/WEIGHTS/Blood_LDL/RP11-420G6.4_500kb.wgt.RDat	RP11-420G6.4	6	2.85e+06	2.88e+06	0.3135	rs7759176	-2.26	rs380779	 0.111688	  8.68	 1.9818	256	  4	lasso	0.24988	 7.49e-30	 1.69807	8.95e-02
./fusion_twas/WEIGHTS/Blood_LDL/FUCA2_500kb.wgt.RDat	FUCA2	6	1.44e+08	1.44e+08	0.1577	rs4896611	-2.38	rs9496646	 0.137495	 -7.97	-0.7170	234	  5	lasso	0.11221	 2.11e-13	 0.73155	4.64e-01
./fusion_twas/WEIGHTS/Blood_LDL/F13A1_500kb.wgt.RDat	F13A1	6	6.14e+06	6.32e+06	0.0855	rs3827783	-3.30	rs3863223	 0.016541	  4.09	 1.9259	360	360	prs	0.03339	 6.03e-05	-0.24606	8.06e-01
./fusion_twas/WEIGHTS/Blood_LDL/SERPINB9_500kb.wgt.RDat	SERPINB9	6	2.89e+06	2.90e+06	0.2331	rs7759176	-2.26	rs386595	 0.052385	 -5.70	-1.6271	255	 28	enet	0.12910	 2.74e-15	 2.07586	3.79e-02
./fusion_twas/WEIGHTS/Blood_LDL/ZFAND3_500kb.wgt.RDat	ZFAND3	6	3.78e+07	3.81e+07	0.0746	rs259686	 2.51	rs6916872	 0.027862	  4.66	-0.7083	233	 12	enet	0.03222	 8.01e-05	-1.60848	1.08e-01
