FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_LDL/GSK3A_500kb.wgt.RDat	GSK3A	19	42734338	42746777	0.0318	rs8107107	 -2.49	rs10425443	 1.54e-02	  0.00	-0.6727	 61	 61	blup	0.02754	 2.50e-04	 -0.77081	4.41e-01
./fusion_twas/WEIGHTS/Blood_LDL/NAPSB_500kb.wgt.RDat	NAPSB	19	50837053	50848024	0.5807	rs957738	 -3.02	rs1274517	 3.86e-01	-13.04	-0.5000	167	 31	enet	0.56389	 1.97e-82	  0.53669	5.91e-01
./fusion_twas/WEIGHTS/Blood_LDL/RP11-15H20.6_500kb.wgt.RDat	RP11-15H20.6	19	23442708	23457053	0.0546	rs11670477	  2.69	rs7254300	 2.58e-02	  4.38	 0.2642	 67	  2	enet	0.03097	 1.08e-04	  0.29461	7.68e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZNF568_500kb.wgt.RDat	ZNF568	19	37407231	37489602	0.0261	rs2385655	 -1.69	rs2385797	 1.54e-02	  0.00	 0.1000	 87	  6	enet	0.01883	 2.12e-03	 -0.74081	4.59e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZNF525_500kb.wgt.RDat	ZNF525	19	53868946	53895470	0.1548	rs3960965	  2.55	rs4801980	 1.28e-01	 -7.65	-0.0345	197	  3	lasso	0.12320	 1.26e-14	  0.03778	9.70e-01
./fusion_twas/WEIGHTS/Blood_LDL/CLEC17A_500kb.wgt.RDat	CLEC17A	19	14693896	14721969	0.0614	rs4808659	 -2.59	rs8104030	 6.57e-03	 -3.86	 2.0172	181	181	prs	0.01488	 5.65e-03	 -1.81751	6.91e-02
./fusion_twas/WEIGHTS/Blood_LDL/ZNF714_500kb.wgt.RDat	ZNF714	19	21264965	21308073	0.0499	rs7253306	  2.76	rs12609167	 2.11e-02	  4.71	 1.1739	 86	 12	enet	0.02667	 3.09e-04	 -0.20852	8.35e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZNF257_500kb.wgt.RDat	ZNF257	19	22235254	22274282	0.3195	rs2015481	  2.47	rs3813591	 2.21e-01	 10.18	-0.7222	 97	 17	enet	0.33644	 9.18e-42	 -1.15446	2.48e-01
./fusion_twas/WEIGHTS/Blood_LDL/ACTN4_500kb.wgt.RDat	ACTN4	19	39138289	39222223	0.0428	rs12151188	 -2.20	rs979971	 3.17e-02	  4.28	-0.7115	138	  3	lasso	0.02736	 2.62e-04	 -0.51437	6.07e-01
./fusion_twas/WEIGHTS/Blood_LDL/LILRA5_500kb.wgt.RDat	LILRA5	19	54818353	54824409	0.1238	rs730592	  2.67	rs1645784	 7.17e-02	 -5.79	-0.9060	170	 33	enet	0.09332	 2.49e-11	  0.50277	6.15e-01
./fusion_twas/WEIGHTS/Blood_LDL/KCNN4_500kb.wgt.RDat	KCNN4	19	44270685	44285409	0.3883	rs16978840	 -3.30	rs3760982	 3.29e-01	 12.06	-1.0385	171	  5	lasso	0.36578	 3.75e-46	 -1.27680	2.02e-01
./fusion_twas/WEIGHTS/Blood_LDL/EMC10_500kb.wgt.RDat	EMC10	19	50979657	50986608	0.0827	rs957738	 -3.02	rs1298062	 4.81e-02	 -5.12	 0.5789	185	  2	lasso	0.04631	 2.62e-06	 -0.68216	4.95e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZFP30_500kb.wgt.RDat	ZFP30	19	38104650	38183238	0.2501	rs705503	  2.07	rs2927743	 2.60e-01	-10.70	-0.4054	 95	  3	lasso	0.27072	 1.36e-32	  0.42679	6.70e-01
./fusion_twas/WEIGHTS/Blood_LDL/LILRA2_500kb.wgt.RDat	LILRA2	19	55084387	55099027	0.1836	rs730592	  2.67	rs4806495	 1.29e-01	  0.00	-0.1197	196	  5	lasso	0.17351	 2.09e-20	  0.58626	5.58e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZNF429_500kb.wgt.RDat	ZNF429	19	21679484	21739072	0.4179	rs2195453	  2.48	rs8112960	 3.56e-01	-12.58	-0.5926	 86	  3	lasso	0.45259	 2.02e-60	  0.65552	5.12e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZNF558_500kb.wgt.RDat	ZNF558	19	 8920380	 8943004	0.0901	rs4435373	  2.43	rs2918294	 6.28e-02	 -5.57	-0.4500	150	  3	lasso	0.05711	 1.90e-07	  0.54119	5.88e-01
