FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
./fusion_twas/WEIGHTS/Blood_LDL/TOP1MT_500kb.wgt.RDat	TOP1MT	8	1.44e+08	1.44e+08	0.0837	rs4075205	  3.13	rs1017943	 6.93e-02	 -5.61	-0.5161	148	  3	lasso	0.0666	 1.85e-08	 0.79499	4.27e-01
./fusion_twas/WEIGHTS/Blood_LDL/NEIL2_500kb.wgt.RDat	NEIL2	8	1.16e+07	1.16e+07	0.2552	rs2736328	  2.93	rs7004362	 1.29e-01	  0.00	 0.4528	202	 20	enet	0.2205	 4.11e-26	-0.10331	9.18e-01
./fusion_twas/WEIGHTS/Blood_LDL/ENPP2_500kb.wgt.RDat	ENPP2	8	1.21e+08	1.21e+08	0.1637	rs2470029	 -2.24	rs1992721	 5.52e-02	 -6.18	-0.5172	172	  6	lasso	0.0688	 1.08e-08	 0.04621	9.63e-01
./fusion_twas/WEIGHTS/Blood_LDL/CCDC25_500kb.wgt.RDat	CCDC25	8	2.76e+07	2.76e+07	0.0745	rs1316801	 -2.88	rs10102309	 3.58e-02	  5.13	-1.5283	288	  8	enet	0.0413	 8.86e-06	-1.54798	1.22e-01
./fusion_twas/WEIGHTS/Blood_LDL/LYNX1_500kb.wgt.RDat	LYNX1	8	1.44e+08	1.44e+08	0.1493	rs4075205	  3.13	rs1036385	 1.92e-01	  9.22	-0.0909	153	  4	lasso	0.1944	 6.71e-23	 0.16752	8.67e-01
./fusion_twas/WEIGHTS/Blood_LDL/SMIM19_500kb.wgt.RDat	SMIM19	8	4.24e+07	4.24e+07	0.1211	rs10094577	 -2.25	rs2923428	 1.54e-01	  8.36	 0.0943	 90	  3	lasso	0.1442	 5.38e-17	-0.17214	8.63e-01
./fusion_twas/WEIGHTS/Blood_LDL/ANK1_500kb.wgt.RDat	ANK1	8	4.15e+07	4.18e+07	0.0604	rs7002916	 -2.44	rs12549902	 4.60e-02	 -5.39	-0.4595	170	  2	lasso	0.0812	 5.14e-10	 0.46449	6.42e-01
./fusion_twas/WEIGHTS/Blood_LDL/CPSF1_500kb.wgt.RDat	CPSF1	8	1.46e+08	1.46e+08	0.6735	rs7016335	 -3.50	rs2272666	 6.65e-01	-17.28	-1.2581	 46	 13	enet	0.7273	7.70e-128	 1.53107	1.26e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZC3H3_500kb.wgt.RDat	ZC3H3	8	1.45e+08	1.45e+08	0.3278	rs11777239	  6.79	rs4242488	 4.21e-01	-13.58	-0.2885	115	  3	lasso	0.4179	 1.81e-54	 0.24948	8.03e-01
./fusion_twas/WEIGHTS/Blood_LDL/C8orf46_500kb.wgt.RDat	C8orf46	8	6.74e+07	6.74e+07	0.3485	rs11996861	 -2.41	rs2719008	 3.85e-01	-13.00	 0.4528	115	  4	lasso	0.3979	 3.41e-51	-0.30657	7.59e-01
./fusion_twas/WEIGHTS/Blood_LDL/PDP1_500kb.wgt.RDat	PDP1	8	9.49e+07	9.49e+07	0.1844	rs2607073	  3.46	rs1367793	 1.63e-01	  0.00	-0.2241	170	 22	enet	0.1679	 9.44e-20	 1.22694	2.20e-01
./fusion_twas/WEIGHTS/Blood_LDL/RP11-383J24.6_500kb.wgt.RDat	RP11-383J24.6	8	1.25e+08	1.25e+08	0.2125	rs6983655	 -3.69	rs4457311	 3.81e-02	  6.50	 0.9038	215	215	blup	0.1700	 5.39e-20	 0.82565	4.09e-01
./fusion_twas/WEIGHTS/Blood_LDL/PTK2B_500kb.wgt.RDat	PTK2B	8	2.72e+07	2.73e+07	0.0993	rs1316801	 -2.88	rs12679874	 4.64e-02	  6.13	 0.0926	335	  5	lasso	0.0913	 4.11e-11	 1.03602	3.00e-01
./fusion_twas/WEIGHTS/Blood_LDL/GTF2E2_500kb.wgt.RDat	GTF2E2	8	3.04e+07	3.05e+07	0.0763	rs2037962	  3.02	rs9649911	 7.84e-02	  5.97	-0.3654	149	  6	enet	0.0902	 5.38e-11	-0.12504	9.00e-01
./fusion_twas/WEIGHTS/Blood_LDL/TG_500kb.wgt.RDat	TG	8	1.34e+08	1.34e+08	0.2871	rs7820431	 -3.50	rs180194	 2.35e-01	-10.81	 1.0962	372	  7	lasso	0.3152	 1.04e-38	-1.70131	8.89e-02
./fusion_twas/WEIGHTS/Blood_LDL/ADAM9_500kb.wgt.RDat	ADAM9	8	3.89e+07	3.90e+07	0.0441	rs11782681	  1.83	rs7845393	 4.30e-02	  0.00	-0.1429	150	  1	lasso	0.0241	 5.83e-04	 0.76923	4.42e-01
./fusion_twas/WEIGHTS/Blood_LDL/MICU3_500kb.wgt.RDat	MICU3	8	1.69e+07	1.70e+07	0.2380	rs3862082	  3.00	rs10503589	 9.50e-02	  6.53	 1.3538	316	 16	enet	0.1244	 9.28e-15	 0.43971	6.60e-01
./fusion_twas/WEIGHTS/Blood_LDL/MAF1_500kb.wgt.RDat	MAF1	8	1.45e+08	1.45e+08	0.1179	rs11777239	  6.79	rs1127096	 1.54e-01	 -8.23	 1.4571	 53	  2	lasso	0.1519	 7.03e-18	-1.45697	1.45e-01
./fusion_twas/WEIGHTS/Blood_LDL/ZNF596_500kb.wgt.RDat	ZNF596	8	1.82e+05	1.97e+05	0.1321	rs1018224	  2.26	rs3750097	 8.28e-02	 -6.32	-1.0702	141	  1	lasso	0.0717	 5.34e-09	 1.07018	2.85e-01
./fusion_twas/WEIGHTS/Blood_LDL/TRAM1_500kb.wgt.RDat	TRAM1	8	7.15e+07	7.15e+07	0.0767	rs3812429	  3.20	rs268629	 1.69e-02	 -4.73	-1.8558	 96	  6	lasso	0.0583	 1.42e-07	 1.08245	2.79e-01
